date,business_name,amount_of_deal,amount_paid,category
2023-01-02,Farmer PLC,177.37,177.37,Clothing
2023-01-04,IKEA,165.15,165.15,Home
2023-01-07,"Barnes, Bradley and Casey",183.63,183.63,Clothing
2023-01-13,Amazon,610.82,610.82,Electronics
2023-01-15,Uber,245.42,245.42,Travel
2023-01-17,Johnson Group,74.78,74.78,Entertainment
2023-01-23,Ferguson-Haas,169.48,169.48,Clothing
2023-01-24,H&M,32.16,32.16,Clothing
2023-02-02,"Brown, Jimenez and Nunez",92.83,92.83,Health
2023-02-04,Zara,90.79,90.79,Clothing
2023-02-08,Zara,187.96,187.96,Clothing
2023-02-10,Adidas,65.05,65.05,Clothing
2023-02-12,Cruz and Sons,729.53,729.53,Electronics
2023-02-13,Roberts Inc,53.01,53.01,Health
2023-02-14,Uber,296.44,296.44,Travel
2023-02-17,"Moore, Sullivan and Escobar",101.6,101.6,Groceries
2023-02-18,Walgreens,86.78,86.78,Health
2023-02-22,Uber,141.22,47.07,Travel
2023-03-02,"Hardy, Smith and Smith",472.16,472.16,Electronics
2023-03-04,Richards Group,262.63,262.63,Home
2023-03-07,Lucas LLC,168.46,168.46,Clothing
2023-03-08,Walmart,79.2,79.2,Groceries
2023-03-09,Walgreens,57.28,19.09,Health
2023-03-13,Walsh-Taylor,33.5,16.75,Home
2023-03-16,Zara,147.25,147.25,Clothing
2023-03-23,McDonald's,59.31,29.66,Dining
2023-03-24,Apple,616.07,616.07,Electronics
2023-03-26,Moore-Baird,86.95,86.95,Groceries
2023-03-30,Henson-Carter,162.94,162.94,Clothing
