date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Mcintyre-Green,119.44,119.44,Groceries
2023-01-03,H&M,177.9,177.9,Clothing
2023-01-05,Uber,160.3,160.3,Travel
2023-01-06,"Clark, Ball and Scott",54.81,54.81,Groceries
2023-01-08,"Farley, Gordon and Harrington",41.67,41.67,Dining
2023-01-11,Amazon,598.64,598.64,Electronics
2023-01-14,Walmart,45.31,45.31,Groceries
2023-01-16,Zara,118.61,118.61,Clothing
2023-01-19,Nike,164.21,164.21,Clothing
2023-01-26,"Reese, Smith and Wilkerson",11.96,11.96,Dining
2023-01-29,McDonald's,51.17,51.17,Dining
2023-02-04,Amazon,492.0,492.0,Electronics
2023-02-06,Ware-Stokes,84.98,84.98,Clothing
2023-02-07,Uber,172.44,172.44,Travel
2023-02-09,Delta Airlines,382.17,127.39,Travel
2023-02-15,Zara,55.86,55.86,Clothing
2023-02-16,Target,69.3,23.1,Groceries
2023-02-17,Adidas,121.79,121.79,Clothing
2023-02-21,Target,145.35,145.35,Groceries
2023-02-26,Delta Airlines,302.55,302.55,Travel
2023-03-02,H&M,169.59,56.53,Clothing
2023-03-03,Nike,91.24,91.24,Clothing
2023-03-08,Mora-Carroll,89.81,89.81,Groceries
2023-03-09,Walmart,116.41,116.41,Groceries
2023-03-10,H&M,123.92,123.92,Clothing
2023-03-12,Amazon,287.27,287.27,Electronics
2023-03-15,Adidas,143.08,143.08,Clothing
2023-03-19,Nike,53.93,53.93,Clothing
2023-03-24,"Mendez, Shaw and Hanson",43.48,43.48,Entertainment
2023-03-25,Miller PLC,98.26,98.26,Travel
2023-03-26,Stevenson-Holland,495.3,495.3,Electronics
2023-03-27,"Rose, Williams and Williams",895.73,895.73,Electronics
2023-03-29,Starbucks,52.47,52.47,Dining
2023-03-31,IKEA,359.28,179.64,Home
