date,income,expense,balance,description
2023-01-01,0.0,126.66,7084.87,Wire Transfer
2023-01-02,4176.85,0.0,11261.72,Salary
2023-01-06,0.0,74.34,11187.38,Bill Payment
2023-01-07,0.0,65.21,11122.17,Loan Payment
2023-01-08,0.0,24.53,11097.64,Bill Payment
2023-01-18,0.0,40.8,11056.84,ATM Withdrawal
2023-01-21,0.0,104.38,10952.46,ATM Withdrawal
2023-01-23,0.0,130.84,10821.62,Bill Payment
2023-01-24,0.0,21.14,10800.48,ATM Withdrawal
2023-01-25,4.46,0.0,10804.94,Interest Payment
2023-01-28,0.0,75.17,10729.77,ATM Withdrawal
2023-01-28,0.0,2480.74,15137.43,Credit Card Payment
2023-02-02,4150.37,0.0,14880.14,Salary
2023-02-04,0.0,82.45,14797.69,ATM Withdrawal
2023-02-07,0.0,119.43,14678.26,ATM Withdrawal
2023-02-08,0.0,115.06,14563.2,ATM Withdrawal
2023-02-13,0.0,142.35,14420.85,ATM Withdrawal
2023-02-17,0.0,83.71,14337.14,Loan Payment
2023-02-18,0.0,21.75,14315.39,Bill Payment
2023-02-19,0.0,28.7,14286.69,ATM Withdrawal
2023-02-20,0.0,140.52,14146.17,Bill Payment
2023-02-25,2.31,0.0,14148.48,Interest Payment
2023-02-28,0.0,959.82,14177.61,Credit Card Payment
2023-03-02,4106.56,0.0,18255.04,Salary
2023-03-03,0.0,35.61,18219.43,Bill Payment
2023-03-05,0.0,102.96,18116.47,Bill Payment
2023-03-17,0.0,114.07,18002.4,ATM Withdrawal
2023-03-19,0.0,56.24,17946.16,Loan Payment
2023-03-20,0.0,62.36,17883.8,Wire Transfer
2023-03-25,8.74,0.0,17892.54,Interest Payment
2023-03-27,0.0,129.45,17763.09,Bill Payment
2023-03-28,0.0,93.19,17669.9,Wire Transfer
2023-03-28,0.0,3571.81,10605.8,Credit Card Payment
2023-03-30,0.0,51.73,17618.17,ATM Withdrawal
2023-04-28,0.0,391.54,10214.26,Credit Card Payment
2023-05-28,0.0,318.59,9895.67,Credit Card Payment
