date,income,expense,balance,description
2023-01-04,0.0,57.98,2762.84,ATM Withdrawal
2023-01-05,3384.29,0.0,6147.13,Salary
2023-01-20,0.0,122.74,6024.39,ATM Withdrawal
2023-01-24,0.0,124.44,5899.95,ATM Withdrawal
2023-01-26,9.09,0.0,5909.04,Interest Payment
2023-01-28,0.0,1193.28,10252.65,Credit Card Payment
2023-01-29,0.0,120.83,5788.21,Bill Payment
2023-01-31,0.0,125.25,5662.96,ATM Withdrawal
2023-02-03,0.0,36.42,5626.54,ATM Withdrawal
2023-02-05,3376.56,0.0,9003.1,Salary
2023-02-09,0.0,100.42,8902.68,Wire Transfer
2023-02-11,0.0,25.48,8877.2,Bill Payment
2023-02-14,0.0,53.85,8823.35,ATM Withdrawal
2023-02-26,3.13,0.0,8826.48,Interest Payment
2023-02-26,0.0,76.39,8750.09,ATM Withdrawal
2023-02-28,0.0,935.48,9317.17,Credit Card Payment
2023-03-05,3431.16,0.0,12181.25,Salary
2023-03-06,0.0,68.9,12112.35,ATM Withdrawal
2023-03-07,0.0,94.21,12018.14,ATM Withdrawal
2023-03-12,0.0,48.93,11969.21,Loan Payment
2023-03-16,0.0,92.31,11876.9,ATM Withdrawal
2023-03-21,0.0,142.45,11734.45,ATM Withdrawal
2023-03-22,0.0,65.47,11668.98,Bill Payment
2023-03-24,0.0,33.97,11635.01,Bill Payment
2023-03-26,9.69,0.0,11644.7,Interest Payment
2023-03-28,0.0,4576.63,4740.54,Credit Card Payment
2023-03-30,0.0,64.93,11579.77,Bill Payment
2023-03-31,0.0,133.84,11445.93,Bill Payment
2023-04-28,0.0,260.04,4480.5,Credit Card Payment
2023-05-28,0.0,113.45,4367.05,Credit Card Payment
