date,business_name,amount_of_deal,amount_paid,category
2023-01-02,Nike,71.38,71.38,Clothing
2023-01-03,McDonald's,44.69,44.69,Dining
2023-01-04,Walmart,80.23,80.23,Groceries
2023-01-05,H&M,119.16,59.58,Clothing
2023-01-08,Delta Airlines,311.12,155.56,Travel
2023-01-11,IKEA,377.64,125.88,Home
2023-01-14,Amazon,406.19,406.19,Electronics
2023-01-16,Amazon,839.33,839.33,Electronics
2023-01-17,Starbucks,24.48,24.48,Dining
2023-01-18,McDonald's,53.83,53.83,Dining
2023-01-22,Walter LLC,60.79,60.79,Clothing
2023-01-25,Target,40.27,40.27,Groceries
2023-01-26,H&M,134.04,67.02,Clothing
2023-01-30,Amazon,304.87,304.87,Electronics
2023-02-01,Adidas,105.59,105.59,Clothing
2023-02-05,Amazon,495.78,495.78,Electronics
2023-02-07,Zara,186.42,186.42,Clothing
2023-02-08,"Wong, Sutton and Melendez",345.42,345.42,Electronics
2023-02-13,"Sanders, Byrd and Young",15.93,15.93,Dining
2023-02-14,Walgreens,15.67,15.67,Health
2023-02-15,Mora PLC,39.93,39.93,Health
2023-02-16,Walgreens,80.46,80.46,Health
2023-02-18,Campbell-Mccullough,174.42,174.42,Clothing
2023-02-24,Starbucks,45.48,45.48,Dining
2023-02-27,Adidas,65.92,65.92,Clothing
2023-03-04,Delta Airlines,280.78,280.78,Travel
2023-03-06,Zara,145.94,145.94,Clothing
2023-03-08,Moreno LLC,80.55,80.55,Health
2023-03-09,H&M,193.43,193.43,Clothing
2023-03-11,Mann Group,21.1,21.1,Dining
2023-03-12,H&M,148.46,148.46,Clothing
2023-03-13,"Fox, Blanchard and Harrington",295.33,295.33,Home
2023-03-14,Johnson-Cunningham,111.88,111.88,Groceries
2023-03-15,Target,92.4,92.4,Groceries
2023-03-16,Walgreens,69.69,23.23,Health
2023-03-17,IKEA,140.89,140.89,Home
2023-03-18,McDonald's,40.64,40.64,Dining
2023-03-20,Meyer LLC,99.62,99.62,Entertainment
2023-03-21,Williamson-Sullivan,57.62,57.62,Health
2023-03-22,Amazon,374.15,374.15,Electronics
2023-03-24,Walgreens,40.75,40.75,Health
2023-03-25,Walmart,130.81,130.81,Groceries
2023-03-29,Zara,51.57,51.57,Clothing
