date,income,expense,balance,description
2023-01-01,6092.44,0.0,8700.86,Salary
2023-01-03,0.0,65.24,8635.62,Bill Payment
2023-01-05,0.0,95.35,8540.27,Wire Transfer
2023-01-09,0.0,148.85,8391.42,Bill Payment
2023-01-11,0.0,58.67,8332.75,Bill Payment
2023-01-14,0.0,50.68,8282.07,ATM Withdrawal
2023-01-23,0.0,95.53,8186.54,Bill Payment
2023-01-24,0.0,83.5,8103.04,ATM Withdrawal
2023-01-27,5.54,0.0,8108.58,Interest Payment
2023-01-28,0.0,1668.81,16877.29,Credit Card Payment
2023-01-29,0.0,58.65,8049.93,Bill Payment
2023-02-01,6201.61,0.0,14251.54,Salary
2023-02-01,0.0,105.73,14145.81,Loan Payment
2023-02-03,0.0,63.51,14082.3,ATM Withdrawal
2023-02-05,0.0,91.22,13991.08,Bill Payment
2023-02-07,0.0,137.73,13853.35,ATM Withdrawal
2023-02-08,0.0,137.63,13715.72,Wire Transfer
2023-02-19,0.0,131.52,13584.2,Bill Payment
2023-02-21,0.0,134.7,13449.5,ATM Withdrawal
2023-02-22,0.0,102.66,13346.84,ATM Withdrawal
2023-02-25,0.0,122.7,13224.14,Bill Payment
2023-02-27,2.4,0.0,13226.54,Interest Payment
2023-02-28,0.0,73.84,13152.7,Bill Payment
2023-02-28,0.0,1324.24,15553.05,Credit Card Payment
2023-03-01,6408.4,0.0,19561.1,Salary
2023-03-01,0.0,114.75,19446.35,Bill Payment
2023-03-02,0.0,135.72,19310.63,Bill Payment
2023-03-04,0.0,42.58,19268.05,Loan Payment
2023-03-06,0.0,96.39,19171.66,Bill Payment
2023-03-07,0.0,112.75,19058.91,ATM Withdrawal
2023-03-08,0.0,57.21,19001.7,ATM Withdrawal
2023-03-14,0.0,27.09,18974.61,Loan Payment
2023-03-16,0.0,95.11,18879.5,ATM Withdrawal
2023-03-18,0.0,109.54,18769.96,ATM Withdrawal
2023-03-19,0.0,148.71,18621.25,Wire Transfer
2023-03-27,2.97,0.0,18624.22,Interest Payment
2023-03-27,0.0,39.69,18584.53,Bill Payment
2023-03-28,0.0,38.43,18546.1,ATM Withdrawal
2023-03-28,0.0,2623.7,12929.35,Credit Card Payment
2023-04-28,0.0,123.19,12806.16,Credit Card Payment
2023-05-28,0.0,62.79,12743.37,Credit Card Payment
