date,income,expense,balance,description
2023-01-02,3059.58,0.0,11581.15,Salary
2023-01-15,0.0,109.65,11471.5,ATM Withdrawal
2023-01-16,0.0,146.21,11325.29,ATM Withdrawal
2023-01-20,0.0,142.95,11182.34,Bill Payment
2023-01-26,0.0,53.31,11129.03,ATM Withdrawal
2023-01-28,9.36,0.0,11138.39,Interest Payment
2023-01-28,0.0,1474.54,13953.41,Credit Card Payment
2023-01-30,0.0,43.17,11095.22,Bill Payment
2023-02-02,2989.54,0.0,14084.76,Salary
2023-02-02,0.0,83.55,14001.21,ATM Withdrawal
2023-02-06,0.0,65.92,13935.29,Wire Transfer
2023-02-08,0.0,65.77,13869.52,Bill Payment
2023-02-09,0.0,87.7,13781.82,ATM Withdrawal
2023-02-11,0.0,38.76,13743.06,Wire Transfer
2023-02-13,0.0,141.49,13601.57,ATM Withdrawal
2023-02-14,0.0,110.46,13491.11,ATM Withdrawal
2023-02-17,0.0,67.4,13423.71,Bill Payment
2023-02-28,4.26,0.0,13427.97,Interest Payment
2023-02-28,0.0,1117.89,12835.52,Credit Card Payment
2023-03-02,2984.87,0.0,16412.84,Salary
2023-03-03,0.0,137.23,16275.61,ATM Withdrawal
2023-03-05,0.0,66.89,16208.72,Wire Transfer
2023-03-07,0.0,34.31,16174.41,ATM Withdrawal
2023-03-10,0.0,108.91,16065.5,Wire Transfer
2023-03-11,0.0,87.39,15978.11,ATM Withdrawal
2023-03-12,0.0,93.61,15884.5,ATM Withdrawal
2023-03-13,0.0,54.94,15829.56,ATM Withdrawal
2023-03-16,0.0,85.53,15744.03,Loan Payment
2023-03-20,0.0,98.28,15645.75,Bill Payment
2023-03-22,0.0,137.32,15508.43,Bill Payment
2023-03-28,3.59,0.0,15512.02,Interest Payment
2023-03-28,0.0,1837.16,10998.36,Credit Card Payment
2023-03-29,0.0,84.07,15427.95,ATM Withdrawal
2023-04-28,0.0,110.25,10888.11,Credit Card Payment
2023-05-28,0.0,110.25,10777.86,Credit Card Payment
