date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Zara,88.44,29.48,Clothing
2023-01-02,H&M,133.44,133.44,Clothing
2023-01-05,Adidas,179.97,89.98,Clothing
2023-01-07,Cummings-Lopez,29.26,29.26,Groceries
2023-01-09,McDonald's,48.09,48.09,Dining
2023-01-10,Apple,607.31,607.31,Electronics
2023-01-14,Walmart,57.5,19.17,Groceries
2023-01-15,IKEA,382.54,382.54,Home
2023-01-16,McDonald's,42.1,21.05,Dining
2023-01-19,Adidas,103.96,34.65,Clothing
2023-01-21,"Johnson, Williams and Smith",33.49,16.75,Home
2023-01-22,Adidas,123.99,41.33,Clothing
2023-01-24,Uber,436.14,218.07,Travel
2023-01-26,Costa LLC,25.75,25.75,Dining
2023-01-27,Walmart,130.07,130.07,Groceries
2023-01-28,CVS,97.31,97.31,Health
2023-02-01,CVS,86.06,86.06,Health
2023-02-02,Uber,103.66,103.66,Travel
2023-02-05,Kim-Carrillo,105.09,105.09,Groceries
2023-02-12,Target,113.13,113.13,Groceries
2023-02-14,Berger-Walters,346.3,173.15,Home
2023-02-16,Zara,30.8,30.8,Clothing
2023-02-18,Browning-Moody,60.09,60.09,Groceries
2023-02-21,"Grant, Jensen and Camacho",741.86,741.86,Electronics
2023-02-23,Goodman and Sons,145.43,145.43,Home
2023-02-25,Zara,56.51,56.51,Clothing
2023-02-26,IKEA,240.03,120.02,Home
2023-02-28,H&M,49.28,24.64,Clothing
2023-03-01,Nelson-Mclean,83.01,27.67,Entertainment
2023-03-02,"Marks, Leblanc and Wagner",372.61,372.61,Home
2023-03-03,Zara,110.22,110.22,Clothing
2023-03-08,H&M,177.46,177.46,Clothing
2023-03-09,"Powell, Hall and Robinson",55.96,55.96,Dining
2023-03-10,H&M,113.62,113.62,Clothing
2023-03-17,Oconnor Ltd,504.95,504.95,Electronics
2023-03-18,Baker-White,132.5,132.5,Home
2023-03-20,IKEA,313.67,313.67,Home
2023-03-21,Zara,161.08,80.54,Clothing
2023-03-25,H&M,77.47,77.47,Clothing
2023-03-26,Nike,119.13,119.13,Clothing
2023-03-27,Apple,909.66,909.66,Electronics
2023-03-28,Amazon,865.23,865.23,Electronics
2023-03-31,Moreno and Sons,95.28,95.28,Entertainment
