date,business_name,amount_of_deal,amount_paid,category
2023-01-07,Stewart-Sawyer,30.93,15.46,Clothing
2023-01-10,Nike,30.43,30.43,Clothing
2023-01-13,Walgreens,40.94,40.94,Health
2023-01-14,Adidas,44.43,44.43,Clothing
2023-01-16,Zara,85.88,85.88,Clothing
2023-01-17,Target,110.19,110.19,Groceries
2023-01-18,Apple,612.48,204.16,Electronics
2023-01-19,Zara,168.91,168.91,Clothing
2023-01-22,Anderson-Jarvis,137.06,137.06,Clothing
2023-01-23,"Vasquez, Branch and Rodriguez",231.87,231.87,Electronics
2023-01-24,Adidas,171.25,57.08,Clothing
2023-01-26,Uber,481.82,481.82,Travel
2023-01-28,Delta Airlines,241.91,241.91,Travel
2023-01-30,Delta Airlines,489.06,489.06,Travel
2023-01-31,Nike,158.11,158.11,Clothing
2023-02-01,Starbucks,30.42,30.42,Dining
2023-02-03,IKEA,129.75,129.75,Home
2023-02-05,Target,39.15,39.15,Groceries
2023-02-07,IKEA,91.66,91.66,Home
2023-02-11,Clarke LLC,55.9,55.9,Dining
2023-02-12,Delta Airlines,188.68,188.68,Travel
2023-02-15,Walgreens,77.12,77.12,Health
2023-02-18,Walmart,52.78,52.78,Groceries
2023-02-19,Zara,73.45,73.45,Clothing
2023-02-20,"Smith, Harper and Campbell",179.22,179.22,Clothing
2023-02-22,"Richardson, Walker and Booth",344.84,344.84,Electronics
2023-02-23,Apple,920.36,460.18,Electronics
2023-02-27,Walmart,55.13,55.13,Groceries
2023-03-02,Target,140.72,140.72,Groceries
2023-03-05,Adidas,181.22,181.22,Clothing
2023-03-13,Delta Airlines,132.0,132.0,Travel
2023-03-14,H&M,92.29,92.29,Clothing
2023-03-15,IKEA,320.68,320.68,Home
2023-03-16,"Thomas, Patterson and Lane",79.76,26.59,Home
2023-03-17,Mcdowell Group,82.88,82.88,Clothing
2023-03-18,McDonald's,36.0,36.0,Dining
2023-03-23,Target,94.58,94.58,Groceries
2023-03-30,Robinson Ltd,265.02,132.51,Travel
