date,business_name,amount_of_deal,amount_paid,category
2023-01-04,McDonald's,48.79,48.79,Dining
2023-01-06,"Allen, Wallace and Hickman",899.51,899.51,Electronics
2023-01-15,Taylor Ltd,70.92,70.92,Entertainment
2023-01-21,H&M,46.51,46.51,Clothing
2023-01-22,McDonald's,19.6,19.6,Dining
2023-01-24,Walmart,75.25,75.25,Groceries
2023-01-25,Starbucks,38.58,38.58,Dining
2023-01-27,McDonald's,58.03,58.03,Dining
2023-01-29,Target,101.98,101.98,Groceries
2023-01-30,Cervantes Group,300.65,150.32,Electronics
2023-02-02,IKEA,74.85,74.85,Home
2023-02-07,IKEA,118.91,59.45,Home
2023-02-10,Walgreens,92.19,92.19,Health
2023-02-11,Martin-Meyers,23.57,23.57,Dining
2023-02-17,Uber,482.57,241.28,Travel
2023-02-18,Miller PLC,62.26,62.26,Health
2023-02-21,IKEA,98.34,98.34,Home
2023-02-22,CVS,44.34,44.34,Health
2023-02-25,Uber,468.37,468.37,Travel
2023-02-27,CVS,38.14,38.14,Health
2023-02-28,Amazon,259.6,86.53,Electronics
2023-03-05,Target,27.21,9.07,Groceries
2023-03-06,Parks Ltd,40.04,13.35,Entertainment
2023-03-08,IKEA,271.94,271.94,Home
2023-03-09,Target,142.33,142.33,Groceries
2023-03-10,"Watson, Kennedy and Petty",15.47,15.47,Dining
2023-03-11,CVS,89.08,89.08,Health
2023-03-13,McDonald's,30.93,30.93,Dining
2023-03-14,CVS,27.8,27.8,Health
2023-03-18,Walgreens,32.65,32.65,Health
2023-03-21,Jones Group,73.29,73.29,Clothing
2023-03-22,Nike,185.47,185.47,Clothing
2023-03-24,Larsen-Scott,70.11,70.11,Home
