date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Nike,133.31,133.31,Clothing
2023-01-03,Target,62.73,62.73,Groceries
2023-01-07,Pearson and Sons,79.03,79.03,Clothing
2023-01-14,CVS,25.32,12.66,Health
2023-01-16,Walgreens,86.86,86.86,Health
2023-01-18,Amazon,780.95,780.95,Electronics
2023-01-19,"Fisher, Case and Guzman",99.38,99.38,Entertainment
2023-01-21,Tucker-King,23.2,23.2,Entertainment
2023-01-22,Target,70.8,35.4,Groceries
2023-01-26,Allen Inc,496.45,165.48,Electronics
2023-02-03,Delta Airlines,405.18,202.59,Travel
2023-02-08,Avila and Sons,897.38,897.38,Electronics
2023-02-15,Apple,918.53,459.26,Electronics
2023-02-18,Zara,121.45,40.48,Clothing
2023-02-20,H&M,198.47,66.16,Clothing
2023-02-23,Edwards-Cruz,227.33,227.33,Home
2023-02-24,H&M,38.51,38.51,Clothing
2023-02-26,Adidas,65.58,65.58,Clothing
2023-02-27,Zara,49.69,49.69,Clothing
2023-03-08,IKEA,364.5,364.5,Home
2023-03-09,Walgreens,40.9,40.9,Health
2023-03-11,Adidas,177.94,177.94,Clothing
2023-03-13,Chase-Baker,293.5,293.5,Home
2023-03-15,IKEA,393.42,393.42,Home
2023-03-16,Zara,182.07,60.69,Clothing
2023-03-18,IKEA,183.45,183.45,Home
2023-03-21,Walmart,20.39,20.39,Groceries
2023-03-22,Zimmerman-Jones,141.08,141.08,Travel
2023-03-26,IKEA,99.59,99.59,Home
2023-03-27,Target,134.11,134.11,Groceries
2023-03-28,Apple,693.37,693.37,Electronics
