date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Adidas,154.03,154.03,Clothing
2023-01-09,Target,48.25,48.25,Groceries
2023-01-11,"Solis, Hahn and Weaver",130.96,65.48,Home
2023-01-12,Amazon,132.51,132.51,Electronics
2023-01-13,Turner-Mueller,56.77,56.77,Entertainment
2023-01-14,Uber,263.08,87.69,Travel
2023-01-18,Zara,57.47,19.16,Clothing
2023-01-22,Amazon,405.92,405.92,Electronics
2023-01-23,Starbucks,33.05,33.05,Dining
2023-01-25,Apple,989.79,989.79,Electronics
2023-01-26,Walgreens,40.01,40.01,Health
2023-01-28,Adidas,48.27,16.09,Clothing
2023-02-01,Walgreens,15.36,15.36,Health
2023-02-05,Walgreens,47.07,47.07,Health
2023-02-06,Target,116.17,38.72,Groceries
2023-02-09,Apple,936.19,936.19,Electronics
2023-02-12,Murphy and Sons,55.28,27.64,Health
2023-02-14,H&M,180.23,180.23,Clothing
2023-02-16,Delta Airlines,260.62,260.62,Travel
2023-02-20,Apple,312.16,312.16,Electronics
2023-02-22,McDonald's,21.78,21.78,Dining
2023-02-25,Uber,440.91,440.91,Travel
2023-03-03,Apple,178.22,178.22,Electronics
2023-03-04,McDonald's,57.19,57.19,Dining
2023-03-05,Thornton Inc,48.89,16.3,Health
2023-03-07,"Newman, Cunningham and Barron",85.22,42.61,Clothing
2023-03-09,CVS,63.6,63.6,Health
2023-03-15,Zara,79.03,39.52,Clothing
2023-03-16,Nike,115.52,38.51,Clothing
2023-03-17,Starbucks,34.87,17.43,Dining
2023-03-19,"Underwood, Wright and Ballard",28.09,28.09,Health
2023-03-20,Johnson Group,19.37,19.37,Dining
2023-03-21,McDonald's,57.22,57.22,Dining
2023-03-24,Zara,150.57,75.28,Clothing
2023-03-25,Target,120.73,120.73,Groceries
2023-03-27,Baird Inc,74.63,74.63,Home
2023-03-28,Walmart,60.07,60.07,Groceries
2023-03-29,Amazon,816.6,816.6,Electronics
2023-03-30,Zara,34.97,34.97,Clothing
