date,income,expense,balance,description
2023-01-02,0.0,34.89,9586.49,Loan Payment
2023-01-04,5887.21,0.0,15473.7,Salary
2023-01-07,0.0,29.31,15444.39,ATM Withdrawal
2023-01-09,0.0,72.93,15371.46,Bill Payment
2023-01-11,0.0,64.01,15307.45,Bill Payment
2023-01-13,0.0,61.68,15245.77,ATM Withdrawal
2023-01-19,0.0,56.47,15189.3,ATM Withdrawal
2023-01-20,0.0,113.09,15076.21,Bill Payment
2023-01-21,0.0,137.08,14939.13,Loan Payment
2023-01-28,5.95,0.0,14945.08,Interest Payment
2023-01-28,0.0,1053.91,23577.71,Credit Card Payment
2023-01-30,0.0,105.16,14839.92,Bill Payment
2023-01-31,0.0,145.71,14694.21,Bill Payment
2023-02-02,0.0,101.78,14592.43,Bill Payment
2023-02-03,0.0,99.34,14493.09,Bill Payment
2023-02-04,5939.47,0.0,20432.56,Salary
2023-02-04,0.0,84.71,20347.85,ATM Withdrawal
2023-02-09,0.0,36.92,20310.93,ATM Withdrawal
2023-02-12,0.0,63.86,20247.07,Bill Payment
2023-02-14,0.0,122.79,20124.28,ATM Withdrawal
2023-02-22,0.0,27.95,20096.33,ATM Withdrawal
2023-02-24,0.0,97.56,19998.77,ATM Withdrawal
2023-02-25,0.0,132.06,19866.71,ATM Withdrawal
2023-02-26,0.0,149.59,19717.12,Loan Payment
2023-02-28,4.44,0.0,19721.56,Interest Payment
2023-02-28,0.0,1540.79,22036.92,Credit Card Payment
2023-03-04,5947.39,0.0,25668.95,Salary
2023-03-05,0.0,61.23,25607.72,Bill Payment
2023-03-08,0.0,145.64,25462.08,ATM Withdrawal
2023-03-14,0.0,125.38,25336.7,Loan Payment
2023-03-15,0.0,148.97,25187.73,ATM Withdrawal
2023-03-18,0.0,89.74,25097.99,ATM Withdrawal
2023-03-19,0.0,29.47,25068.52,Bill Payment
2023-03-23,0.0,82.01,24986.51,ATM Withdrawal
2023-03-24,0.0,144.2,24842.31,ATM Withdrawal
2023-03-25,0.0,97.8,24744.51,ATM Withdrawal
2023-03-28,7.94,0.0,24752.45,Interest Payment
2023-03-28,0.0,3526.03,18510.89,Credit Card Payment
2023-03-29,0.0,71.02,24681.43,Bill Payment
2023-03-30,0.0,49.81,24631.62,Bill Payment
2023-04-28,0.0,493.09,18017.8,Credit Card Payment
2023-05-28,0.0,324.45,17693.35,Credit Card Payment
