date,business_name,amount_of_deal,amount_paid,category
2023-01-02,"Jenkins, Brown and Meyer",23.27,23.27,Groceries
2023-01-04,Reyes LLC,121.98,121.98,Groceries
2023-01-07,"Hanson, Ballard and Smith",78.82,78.82,Entertainment
2023-01-11,Uber,164.64,54.88,Travel
2023-01-14,Starbucks,38.55,12.85,Dining
2023-01-19,Uber,89.99,89.99,Travel
2023-01-20,Zara,43.21,43.21,Clothing
2023-01-21,Starbucks,43.36,43.36,Dining
2023-01-22,McDonald's,25.89,12.95,Dining
2023-01-23,"Patel, Richardson and Nelson",52.23,52.23,Health
2023-01-29,CVS,91.0,91.0,Health
2023-02-02,Nike,117.72,117.72,Clothing
2023-02-06,Amazon,480.62,480.62,Electronics
2023-02-12,Target,128.42,128.42,Groceries
2023-02-15,Amazon,509.4,509.4,Electronics
2023-02-17,McDonald's,25.08,25.08,Dining
2023-02-23,IKEA,317.91,317.91,Home
2023-02-24,Walmart,44.79,44.79,Groceries
2023-02-26,Ramos LLC,76.41,76.41,Home
2023-02-27,Oneal-Gonzalez,352.35,352.35,Home
2023-03-05,Starbucks,15.02,15.02,Dining
2023-03-08,IKEA,374.77,374.77,Home
2023-03-09,Rogers Ltd,94.88,94.88,Groceries
2023-03-11,Zara,174.71,174.71,Clothing
2023-03-12,IKEA,309.11,309.11,Home
2023-03-15,Target,78.37,78.37,Groceries
2023-03-16,Uber,226.19,226.19,Travel
2023-03-19,Salinas Ltd,109.77,109.77,Home
2023-03-20,Delta Airlines,322.93,322.93,Travel
2023-03-22,"Garcia, Williams and Smith",57.55,57.55,Groceries
2023-03-25,Zara,179.17,59.72,Clothing
2023-03-28,Gomez-Hernandez,66.89,66.89,Travel
2023-03-29,"Michael, Hogan and Wilson",69.62,69.62,Entertainment
2023-03-30,Adidas,54.44,54.44,Clothing
2023-03-31,H&M,173.67,173.67,Clothing
