date,income,expense,balance,description
2023-01-01,0.0,133.93,6942.92,ATM Withdrawal
2023-01-02,0.0,106.32,6836.6,ATM Withdrawal
2023-01-05,6395.43,0.0,13232.03,Salary
2023-01-06,0.0,44.53,13187.5,Bill Payment
2023-01-08,0.0,118.88,13068.62,Bill Payment
2023-01-10,0.0,93.76,12974.86,Bill Payment
2023-01-14,0.0,124.34,12850.52,Bill Payment
2023-01-15,0.0,127.56,12722.96,Bill Payment
2023-01-16,0.0,122.83,12600.13,Bill Payment
2023-01-23,0.0,112.12,12488.01,Bill Payment
2023-01-24,0.0,45.83,12442.18,Bill Payment
2023-01-26,5.52,0.0,12447.7,Interest Payment
2023-01-27,0.0,136.4,12311.3,Bill Payment
2023-01-28,0.0,23.75,12287.55,Wire Transfer
2023-01-28,0.0,993.12,22429.4,Credit Card Payment
2023-02-05,6358.04,0.0,18645.59,Salary
2023-02-09,0.0,118.32,18527.27,ATM Withdrawal
2023-02-11,0.0,124.44,18402.83,ATM Withdrawal
2023-02-16,0.0,124.67,18278.16,Bill Payment
2023-02-18,0.0,65.2,18212.96,ATM Withdrawal
2023-02-20,0.0,57.39,18155.57,ATM Withdrawal
2023-02-21,0.0,81.66,18073.91,Bill Payment
2023-02-22,0.0,129.62,17944.29,ATM Withdrawal
2023-02-23,0.0,98.14,17846.15,Wire Transfer
2023-02-26,7.18,0.0,17853.33,Interest Payment
2023-02-28,0.0,575.59,21853.81,Credit Card Payment
2023-03-04,0.0,70.41,17782.92,Wire Transfer
2023-03-05,6413.19,0.0,24196.11,Salary
2023-03-08,0.0,105.58,24090.53,Loan Payment
2023-03-10,0.0,145.83,23944.7,ATM Withdrawal
2023-03-13,0.0,78.84,23865.86,Bill Payment
2023-03-14,0.0,126.94,23738.92,ATM Withdrawal
2023-03-15,0.0,27.41,23711.51,ATM Withdrawal
2023-03-25,0.0,32.15,23679.36,ATM Withdrawal
2023-03-26,5.07,0.0,23684.43,Interest Payment
2023-03-27,0.0,72.04,23612.39,Bill Payment
2023-03-28,0.0,105.6,23506.79,ATM Withdrawal
2023-03-28,0.0,1923.06,19930.75,Credit Card Payment
2023-03-30,0.0,84.27,23422.52,Bill Payment
2023-04-28,0.0,116.05,19814.7,Credit Card Payment
2023-05-28,0.0,4.8,19809.9,Credit Card Payment
