date,income,expense,balance,description
2023-01-04,3060.59,0.0,11539.21,Salary
2023-01-05,0.0,140.69,11398.52,Bill Payment
2023-01-06,0.0,76.99,11321.53,Bill Payment
2023-01-07,0.0,80.62,11240.91,ATM Withdrawal
2023-01-11,0.0,22.47,11218.44,ATM Withdrawal
2023-01-19,0.0,67.8,11150.64,Wire Transfer
2023-01-23,0.0,117.99,11032.65,Bill Payment
2023-01-24,9.61,0.0,11042.26,Interest Payment
2023-01-26,0.0,91.25,10951.01,Bill Payment
2023-01-27,0.0,127.6,10823.41,ATM Withdrawal
2023-01-28,0.0,1862.22,12867.93,Credit Card Payment
2023-01-30,0.0,97.68,10725.73,ATM Withdrawal
2023-01-31,0.0,79.49,10646.24,Bill Payment
2023-02-04,3100.0,0.0,13746.24,Salary
2023-02-04,0.0,40.47,13705.77,Wire Transfer
2023-02-05,0.0,131.96,13573.81,Wire Transfer
2023-02-08,0.0,120.91,13452.9,ATM Withdrawal
2023-02-09,0.0,27.1,13425.8,ATM Withdrawal
2023-02-13,0.0,39.48,13386.32,Bill Payment
2023-02-15,0.0,34.9,13351.42,ATM Withdrawal
2023-02-21,0.0,98.15,13253.27,ATM Withdrawal
2023-02-24,9.65,0.0,13262.92,Interest Payment
2023-02-24,0.0,114.52,13148.4,Loan Payment
2023-02-26,0.0,75.39,13073.01,ATM Withdrawal
2023-02-28,0.0,74.91,12998.1,Bill Payment
2023-02-28,0.0,2808.79,10059.14,Credit Card Payment
2023-03-01,0.0,69.56,12928.54,Bill Payment
2023-03-02,0.0,51.35,12877.19,Wire Transfer
2023-03-04,3033.14,0.0,15910.33,Salary
2023-03-09,0.0,134.75,15775.58,Bill Payment
2023-03-10,0.0,136.11,15639.47,Bill Payment
2023-03-11,0.0,126.68,15512.79,ATM Withdrawal
2023-03-12,0.0,52.57,15460.22,Loan Payment
2023-03-16,0.0,145.92,15314.3,Bill Payment
2023-03-17,0.0,122.63,15191.67,Wire Transfer
2023-03-20,0.0,38.95,15152.72,ATM Withdrawal
2023-03-24,4.45,0.0,15157.17,Interest Payment
2023-03-25,0.0,111.61,15045.56,ATM Withdrawal
2023-03-27,0.0,95.24,14950.32,ATM Withdrawal
2023-03-28,0.0,141.72,14808.6,Loan Payment
2023-03-28,0.0,1817.98,8241.16,Credit Card Payment
2023-03-29,0.0,78.45,14730.15,Bill Payment
2023-04-28,0.0,207.66,8033.5,Credit Card Payment
2023-05-28,0.0,130.6,7902.9,Credit Card Payment
