date,income,expense,balance,description
2023-01-02,6062.4,0.0,9019.0,Salary
2023-01-02,0.0,118.6,8900.4,Bill Payment
2023-01-05,0.0,105.78,8794.62,Wire Transfer
2023-01-07,0.0,78.12,8716.5,ATM Withdrawal
2023-01-11,0.0,117.56,8598.94,Bill Payment
2023-01-15,0.0,136.91,8462.03,Wire Transfer
2023-01-20,0.0,94.55,8367.48,Wire Transfer
2023-01-23,0.0,35.61,8331.87,ATM Withdrawal
2023-01-25,6.81,0.0,8338.68,Interest Payment
2023-01-26,0.0,63.72,8274.96,Bill Payment
2023-01-28,0.0,58.61,8216.35,ATM Withdrawal
2023-01-28,0.0,2680.62,16650.15,Credit Card Payment
2023-01-29,0.0,50.06,8166.29,Loan Payment
2023-01-30,0.0,81.14,8085.15,Bill Payment
2023-01-31,0.0,57.54,8027.61,Bill Payment
2023-02-02,6129.23,0.0,14156.84,Salary
2023-02-03,0.0,83.79,14073.05,ATM Withdrawal
2023-02-06,0.0,130.87,13942.18,ATM Withdrawal
2023-02-12,0.0,125.14,13817.04,Bill Payment
2023-02-15,0.0,32.42,13784.62,ATM Withdrawal
2023-02-16,0.0,36.58,13748.04,Wire Transfer
2023-02-20,0.0,68.8,13679.24,Bill Payment
2023-02-22,0.0,121.97,13557.27,Bill Payment
2023-02-23,0.0,106.44,13450.83,ATM Withdrawal
2023-02-25,5.25,0.0,13456.08,Interest Payment
2023-02-26,0.0,36.32,13419.76,Bill Payment
2023-02-27,0.0,21.2,13398.56,ATM Withdrawal
2023-02-28,0.0,2990.65,13659.5,Credit Card Payment
2023-03-02,6224.11,0.0,19622.67,Salary
2023-03-07,0.0,126.37,19496.3,Bill Payment
2023-03-11,0.0,30.59,19465.71,Wire Transfer
2023-03-13,0.0,137.72,19327.99,Bill Payment
2023-03-25,2.78,0.0,19330.77,Interest Payment
2023-03-28,0.0,3166.27,10493.23,Credit Card Payment
2023-04-28,0.0,256.56,10236.67,Credit Card Payment
2023-05-28,0.0,141.65,10095.02,Credit Card Payment
