date,income,expense,balance,description
2023-01-02,6176.4,0.0,12638.52,Salary
2023-01-04,0.0,54.07,12584.45,ATM Withdrawal
2023-01-05,0.0,24.86,12559.59,Wire Transfer
2023-01-07,0.0,61.0,12498.59,ATM Withdrawal
2023-01-08,0.0,112.08,12386.51,Bill Payment
2023-01-09,0.0,59.48,12327.03,ATM Withdrawal
2023-01-12,0.0,134.92,12192.11,Bill Payment
2023-01-15,0.0,144.12,12047.99,Bill Payment
2023-01-21,0.0,117.46,11930.53,ATM Withdrawal
2023-01-27,7.01,0.0,11937.54,Interest Payment
2023-01-28,0.0,92.14,11845.4,ATM Withdrawal
2023-01-28,0.0,2593.6,20305.17,Credit Card Payment
2023-01-30,0.0,62.03,11783.37,Bill Payment
2023-02-02,6158.87,0.0,17942.24,Salary
2023-02-02,0.0,49.82,17892.42,ATM Withdrawal
2023-02-05,0.0,59.26,17833.16,Bill Payment
2023-02-10,0.0,42.58,17790.58,Bill Payment
2023-02-11,0.0,52.59,17737.99,ATM Withdrawal
2023-02-12,0.0,70.32,17667.67,ATM Withdrawal
2023-02-19,0.0,63.61,17604.06,Bill Payment
2023-02-20,0.0,63.55,17540.51,Bill Payment
2023-02-21,0.0,41.39,17499.12,Bill Payment
2023-02-22,0.0,105.42,17393.7,Bill Payment
2023-02-26,0.0,66.64,17327.06,ATM Withdrawal
2023-02-27,4.03,0.0,17331.09,Interest Payment
2023-02-27,0.0,147.8,17183.29,Bill Payment
2023-02-28,0.0,55.48,17127.81,Wire Transfer
2023-02-28,0.0,1333.18,18971.99,Credit Card Payment
2023-03-01,0.0,76.13,17051.68,Wire Transfer
2023-03-02,6234.65,0.0,23286.33,Salary
2023-03-06,0.0,41.77,23244.56,ATM Withdrawal
2023-03-07,0.0,61.29,23183.27,ATM Withdrawal
2023-03-19,0.0,114.12,23069.15,Bill Payment
2023-03-21,0.0,53.53,23015.62,Bill Payment
2023-03-22,0.0,123.78,22891.84,Loan Payment
2023-03-27,6.93,0.0,22898.77,Interest Payment
2023-03-28,0.0,1953.35,17018.64,Credit Card Payment
2023-04-28,0.0,349.35,16669.29,Credit Card Payment
