date,business_name,amount_of_deal,amount_paid,category
2023-01-02,Hurley Ltd,469.29,156.43,Travel
2023-01-05,"Downs, Mccoy and Reynolds",55.47,55.47,Dining
2023-01-06,Johnson-Perry,17.53,17.53,Dining
2023-01-08,Ford and Sons,48.33,24.16,Dining
2023-01-12,Apple,748.22,374.11,Electronics
2023-01-14,Amazon,117.15,117.15,Electronics
2023-01-15,Starbucks,35.81,35.81,Dining
2023-01-16,Target,50.4,50.4,Groceries
2023-01-17,Uber,66.78,66.78,Travel
2023-01-18,Walmart,105.52,35.17,Groceries
2023-01-20,Roberson-Hudson,51.38,51.38,Entertainment
2023-01-22,Zara,103.41,103.41,Clothing
2023-01-25,IKEA,99.4,99.4,Home
2023-01-29,Target,128.26,128.26,Groceries
2023-01-30,H&M,183.64,91.82,Clothing
2023-01-31,Nike,101.14,101.14,Clothing
2023-02-01,Zara,190.75,190.75,Clothing
2023-02-03,Murray-Kaiser,160.49,53.5,Clothing
2023-02-04,H&M,167.24,83.62,Clothing
2023-02-09,Delta Airlines,160.44,160.44,Travel
2023-02-11,Uber,392.39,392.39,Travel
2023-02-15,Amazon,533.07,533.07,Electronics
2023-02-16,IKEA,96.3,48.15,Home
2023-02-17,H&M,38.91,19.45,Clothing
2023-02-20,"Castillo, Clark and Shields",42.86,42.86,Groceries
2023-02-25,Starbucks,15.65,15.65,Dining
2023-02-27,"Knapp, Meyer and Johnson",16.5,16.5,Health
2023-03-02,Nike,153.38,153.38,Clothing
2023-03-03,CVS,61.19,61.19,Health
2023-03-04,Nike,48.58,48.58,Clothing
2023-03-09,"Gardner, Sherman and Mcgee",134.34,67.17,Clothing
2023-03-10,"Bell, Martinez and Thornton",812.12,812.12,Electronics
2023-03-11,IKEA,316.12,158.06,Home
2023-03-12,Delta Airlines,480.32,480.32,Travel
2023-03-18,Adidas,185.07,185.07,Clothing
2023-03-19,Target,136.13,136.13,Groceries
2023-03-25,McDonald's,36.14,36.14,Dining
