date,income,expense,balance,description
2023-01-03,0.0,123.89,8612.95,Bill Payment
2023-01-04,4618.62,0.0,13231.57,Salary
2023-01-04,0.0,66.74,13164.83,Wire Transfer
2023-01-06,0.0,46.73,13118.1,ATM Withdrawal
2023-01-08,0.0,126.95,12991.15,ATM Withdrawal
2023-01-09,0.0,122.97,12868.18,ATM Withdrawal
2023-01-10,0.0,96.48,12771.7,Bill Payment
2023-01-13,0.0,73.65,12698.05,ATM Withdrawal
2023-01-15,0.0,91.25,12606.8,ATM Withdrawal
2023-01-17,0.0,72.02,12534.78,ATM Withdrawal
2023-01-18,0.0,40.55,12494.23,Bill Payment
2023-01-19,0.0,144.41,12349.82,Wire Transfer
2023-01-21,0.0,46.72,12303.1,ATM Withdrawal
2023-01-23,0.0,137.16,12165.94,Bill Payment
2023-01-24,0.0,44.39,12121.55,Bill Payment
2023-01-25,8.02,0.0,12129.57,Interest Payment
2023-01-26,0.0,113.0,12016.57,ATM Withdrawal
2023-01-28,0.0,30.15,11986.42,Bill Payment
2023-01-28,0.0,2524.6,16663.84,Credit Card Payment
2023-01-29,0.0,93.74,11892.68,ATM Withdrawal
2023-01-30,0.0,103.15,11789.53,ATM Withdrawal
2023-02-01,0.0,92.31,11697.22,Wire Transfer
2023-02-02,0.0,37.74,11659.48,ATM Withdrawal
2023-02-03,0.0,140.27,11519.21,ATM Withdrawal
2023-02-04,4404.29,0.0,15923.5,Salary
2023-02-05,0.0,106.78,15816.72,Bill Payment
2023-02-13,0.0,35.41,15781.31,ATM Withdrawal
2023-02-17,0.0,127.15,15654.16,Wire Transfer
2023-02-21,0.0,63.73,15590.43,Wire Transfer
2023-02-23,0.0,55.22,15535.21,ATM Withdrawal
2023-02-25,5.93,0.0,15541.14,Interest Payment
2023-02-28,0.0,1209.05,15454.79,Credit Card Payment
2023-03-01,0.0,137.38,15403.76,Bill Payment
2023-03-04,4424.63,0.0,19828.39,Salary
2023-03-11,0.0,31.74,19796.65,Bill Payment
2023-03-18,0.0,119.07,19677.58,Bill Payment
2023-03-22,0.0,124.72,19552.86,Bill Payment
2023-03-24,0.0,96.27,19456.59,ATM Withdrawal
2023-03-25,8.83,0.0,19465.42,Interest Payment
2023-03-27,0.0,121.47,19343.95,Bill Payment
2023-03-28,0.0,131.69,19212.26,Bill Payment
2023-03-28,0.0,1185.42,14269.37,Credit Card Payment
2023-03-30,0.0,23.82,19188.44,Bill Payment
2023-04-28,0.0,65.17,14204.2,Credit Card Payment
