date,income,expense,balance,description
2023-01-02,4939.07,0.0,11463.24,Salary
2023-01-04,0.0,84.73,11378.51,Wire Transfer
2023-01-07,0.0,27.47,11351.04,Loan Payment
2023-01-09,0.0,83.46,11267.58,Wire Transfer
2023-01-11,0.0,78.48,11189.1,Bill Payment
2023-01-16,0.0,140.01,11049.09,ATM Withdrawal
2023-01-19,0.0,83.79,10965.3,Loan Payment
2023-01-20,7.41,0.0,10972.71,Interest Payment
2023-01-21,0.0,55.64,10917.07,Bill Payment
2023-01-23,0.0,138.35,10778.72,Wire Transfer
2023-01-28,0.0,37.22,10741.5,Wire Transfer
2023-01-28,0.0,2510.67,16460.69,Credit Card Payment
2023-01-30,0.0,121.85,10619.65,Bill Payment
2023-01-31,0.0,45.06,10574.59,ATM Withdrawal
2023-02-02,5067.67,0.0,15642.26,Salary
2023-02-12,0.0,105.97,15536.29,ATM Withdrawal
2023-02-18,0.0,144.89,15391.4,Loan Payment
2023-02-19,0.0,144.11,15247.29,ATM Withdrawal
2023-02-20,7.39,0.0,15254.68,Interest Payment
2023-02-20,0.0,24.89,15229.79,ATM Withdrawal
2023-02-22,0.0,116.27,15113.52,Bill Payment
2023-02-28,0.0,1749.58,14711.11,Credit Card Payment
2023-03-01,0.0,44.93,15068.59,Bill Payment
2023-03-02,4902.71,0.0,19971.3,Salary
2023-03-02,0.0,22.8,19948.5,Bill Payment
2023-03-11,0.0,148.01,19800.49,Bill Payment
2023-03-13,0.0,88.77,19711.72,Wire Transfer
2023-03-16,0.0,109.08,19602.64,Bill Payment
2023-03-18,0.0,149.77,19452.87,Bill Payment
2023-03-19,0.0,102.75,19350.12,ATM Withdrawal
2023-03-20,2.7,0.0,19352.82,Interest Payment
2023-03-20,0.0,133.45,19219.37,ATM Withdrawal
2023-03-23,0.0,34.68,19184.69,ATM Withdrawal
2023-03-25,0.0,128.54,19056.15,ATM Withdrawal
2023-03-27,0.0,84.79,18971.36,ATM Withdrawal
2023-03-28,0.0,3129.72,11581.39,Credit Card Payment
2023-04-28,0.0,165.15,11416.24,Credit Card Payment
2023-05-28,0.0,33.07,11383.17,Credit Card Payment
