date,income,expense,balance,description
2023-01-01,5170.5,0.0,14983.13,Salary
2023-01-01,0.0,82.86,14900.27,Bill Payment
2023-01-04,0.0,96.74,14803.53,ATM Withdrawal
2023-01-06,0.0,66.46,14737.07,Wire Transfer
2023-01-12,0.0,84.3,14652.77,Wire Transfer
2023-01-14,0.0,119.79,14532.98,Bill Payment
2023-01-17,0.0,45.39,14487.59,ATM Withdrawal
2023-01-19,0.0,34.07,14453.52,Bill Payment
2023-01-23,8.07,0.0,14461.59,Interest Payment
2023-01-23,0.0,27.63,14433.96,Wire Transfer
2023-01-24,0.0,58.18,14375.78,ATM Withdrawal
2023-01-25,0.0,81.16,14294.62,Wire Transfer
2023-01-28,0.0,2715.35,20934.23,Credit Card Payment
2023-02-01,5353.09,0.0,19647.71,Salary
2023-02-03,0.0,138.72,19508.99,Wire Transfer
2023-02-08,0.0,128.49,19380.5,Wire Transfer
2023-02-09,0.0,139.91,19240.59,Wire Transfer
2023-02-10,0.0,66.74,19173.85,Loan Payment
2023-02-19,0.0,49.52,19124.33,Bill Payment
2023-02-22,0.0,61.47,19062.86,Bill Payment
2023-02-23,3.69,0.0,19066.55,Interest Payment
2023-02-24,0.0,138.31,18928.24,ATM Withdrawal
2023-02-27,0.0,131.73,18796.51,ATM Withdrawal
2023-02-28,0.0,2186.27,18747.96,Credit Card Payment
2023-03-01,5343.98,0.0,24140.49,Salary
2023-03-03,0.0,66.33,24074.16,Bill Payment
2023-03-09,0.0,148.52,23925.64,ATM Withdrawal
2023-03-14,0.0,76.1,23849.54,Loan Payment
2023-03-17,0.0,117.02,23732.52,Wire Transfer
2023-03-23,9.27,0.0,23741.79,Interest Payment
2023-03-27,0.0,48.56,23693.23,Bill Payment
2023-03-28,0.0,43.65,23649.58,Bill Payment
2023-03-28,0.0,3301.78,15446.18,Credit Card Payment
2023-04-28,0.0,357.72,15088.46,Credit Card Payment
2023-05-28,0.0,78.91,15009.55,Credit Card Payment
