date,income,expense,balance,description
2023-01-02,5796.16,0.0,12948.84,Salary
2023-01-02,0.0,42.77,12906.07,Bill Payment
2023-01-03,0.0,140.51,12765.56,ATM Withdrawal
2023-01-11,0.0,114.47,12651.09,Loan Payment
2023-01-18,0.0,60.26,12590.83,ATM Withdrawal
2023-01-20,0.0,35.92,12554.91,ATM Withdrawal
2023-01-22,7.43,0.0,12562.34,Interest Payment
2023-01-23,0.0,45.89,12516.45,Wire Transfer
2023-01-25,0.0,95.77,12420.68,ATM Withdrawal
2023-01-28,0.0,29.13,12391.55,ATM Withdrawal
2023-01-28,0.0,1764.53,20409.7,Credit Card Payment
2023-01-29,0.0,80.51,12311.04,Bill Payment
2023-01-30,0.0,124.22,12186.82,Wire Transfer
2023-01-31,0.0,120.52,12066.3,Loan Payment
2023-02-02,5683.58,0.0,17749.88,Salary
2023-02-04,0.0,72.81,17677.07,Bill Payment
2023-02-05,0.0,92.97,17584.1,ATM Withdrawal
2023-02-07,0.0,30.27,17553.83,Bill Payment
2023-02-15,0.0,141.09,17412.74,Bill Payment
2023-02-16,0.0,34.84,17377.9,ATM Withdrawal
2023-02-22,6.82,0.0,17384.72,Interest Payment
2023-02-25,0.0,97.52,17287.2,ATM Withdrawal
2023-02-28,0.0,87.78,17199.42,Bill Payment
2023-02-28,0.0,2154.09,18255.61,Credit Card Payment
2023-03-02,5620.12,0.0,22819.54,Salary
2023-03-08,0.0,35.5,22784.04,Bill Payment
2023-03-09,0.0,95.97,22688.07,Loan Payment
2023-03-13,0.0,40.55,22647.52,Bill Payment
2023-03-18,0.0,106.02,22541.5,ATM Withdrawal
2023-03-20,0.0,31.7,22509.8,Wire Transfer
2023-03-22,4.34,0.0,22514.14,Interest Payment
2023-03-27,0.0,135.53,22378.61,ATM Withdrawal
2023-03-28,0.0,1660.74,16594.87,Credit Card Payment
2023-03-30,0.0,146.35,22232.26,ATM Withdrawal
2023-03-31,0.0,58.03,22174.23,Bill Payment
2023-04-28,0.0,209.95,16384.92,Credit Card Payment
