date,income,expense,balance,description
2023-01-01,0.0,23.58,6447.31,Wire Transfer
2023-01-03,4525.98,0.0,10973.29,Salary
2023-01-07,0.0,65.45,10907.84,ATM Withdrawal
2023-01-09,0.0,76.56,10831.28,Bill Payment
2023-01-10,0.0,60.71,10770.57,Bill Payment
2023-01-16,0.0,79.49,10691.08,ATM Withdrawal
2023-01-18,0.0,57.35,10633.73,Bill Payment
2023-01-20,8.79,0.0,10642.52,Interest Payment
2023-01-21,0.0,34.91,10607.61,Wire Transfer
2023-01-22,0.0,133.36,10474.25,ATM Withdrawal
2023-01-26,0.0,95.41,10378.84,ATM Withdrawal
2023-01-28,0.0,62.03,10316.81,ATM Withdrawal
2023-01-28,0.0,1186.66,16931.01,Credit Card Payment
2023-01-30,0.0,91.66,10225.15,Wire Transfer
2023-02-01,0.0,71.43,10153.72,Wire Transfer
2023-02-03,4718.12,0.0,14871.84,Salary
2023-02-05,0.0,103.8,14768.04,ATM Withdrawal
2023-02-06,0.0,91.99,14676.05,Bill Payment
2023-02-07,0.0,54.45,14621.6,ATM Withdrawal
2023-02-10,0.0,106.27,14515.33,Bill Payment
2023-02-16,0.0,60.16,14455.17,ATM Withdrawal
2023-02-17,0.0,126.4,14328.77,Bill Payment
2023-02-20,2.92,0.0,14331.69,Interest Payment
2023-02-20,0.0,45.15,14286.54,Bill Payment
2023-02-25,0.0,101.46,14185.08,ATM Withdrawal
2023-02-26,0.0,107.61,14077.47,Wire Transfer
2023-02-28,0.0,2218.14,14712.87,Credit Card Payment
2023-03-02,0.0,100.88,13976.59,ATM Withdrawal
2023-03-03,4721.18,0.0,18697.77,Salary
2023-03-05,0.0,32.77,18665.0,Wire Transfer
2023-03-08,0.0,143.16,18521.84,ATM Withdrawal
2023-03-15,0.0,40.66,18481.18,Bill Payment
2023-03-17,0.0,130.9,18350.28,ATM Withdrawal
2023-03-20,8.1,0.0,18358.38,Interest Payment
2023-03-28,0.0,142.13,18216.25,ATM Withdrawal
2023-03-28,0.0,4731.07,9981.8,Credit Card Payment
2023-03-31,0.0,98.58,18117.67,ATM Withdrawal
2023-04-28,0.0,524.42,9457.38,Credit Card Payment
2023-05-28,0.0,33.28,9424.1,Credit Card Payment
