date,business_name,amount_of_deal,amount_paid,category
2023-01-02,Harvey-Warren,80.83,80.83,Home
2023-01-03,Amazon,524.24,524.24,Electronics
2023-01-14,Starbucks,56.05,56.05,Dining
2023-01-17,Target,115.52,115.52,Groceries
2023-01-24,McDonald's,24.51,24.51,Dining
2023-01-29,McDonald's,20.45,10.22,Dining
2023-01-30,McDonald's,17.11,17.11,Dining
2023-01-31,Walmart,48.99,16.33,Groceries
2023-02-01,Long-Fernandez,39.93,39.93,Groceries
2023-02-04,H&M,120.22,120.22,Clothing
2023-02-05,Cummings-Fernandez,238.44,238.44,Home
2023-02-07,Davis and Sons,24.51,24.51,Groceries
2023-02-08,Walgreens,36.0,36.0,Health
2023-02-11,"Woodard, Odom and Wilson",169.93,169.93,Clothing
2023-02-14,"Barker, Bennett and Hansen",447.49,223.75,Electronics
2023-02-15,Howell Inc,81.16,81.16,Groceries
2023-02-16,Apple,762.1,762.1,Electronics
2023-02-17,Adidas,191.46,191.46,Clothing
2023-02-19,McDonald's,51.14,17.05,Dining
2023-02-23,Delta Airlines,426.06,426.06,Travel
2023-02-26,Uber,103.72,103.72,Travel
2023-02-28,McDonald's,44.86,44.86,Dining
2023-03-02,Walgreens,71.66,71.66,Health
2023-03-04,CVS,59.68,19.89,Health
2023-03-06,Target,94.83,31.61,Groceries
2023-03-08,H&M,144.52,144.52,Clothing
2023-03-09,Starbucks,11.02,11.02,Dining
2023-03-13,Starbucks,31.57,31.57,Dining
2023-03-16,"Perkins, Landry and Molina",84.77,84.77,Health
2023-03-18,Harrison LLC,89.24,89.24,Health
2023-03-24,Uber,381.5,381.5,Travel
2023-03-27,Walmart,80.07,40.03,Groceries
2023-03-28,CVS,17.18,17.18,Health
2023-03-31,Hawkins Inc,76.17,38.09,Home
