date,income,expense,balance,description
2023-01-03,6521.75,0.0,13101.18,Salary
2023-01-05,0.0,85.0,13016.18,ATM Withdrawal
2023-01-12,0.0,74.06,12942.12,Wire Transfer
2023-01-14,0.0,145.65,12796.47,Bill Payment
2023-01-15,0.0,114.94,12681.53,Wire Transfer
2023-01-16,0.0,129.75,12551.78,ATM Withdrawal
2023-01-18,0.0,101.76,12450.02,ATM Withdrawal
2023-01-19,0.0,101.67,12348.35,ATM Withdrawal
2023-01-20,0.0,44.0,12304.35,Wire Transfer
2023-01-26,0.0,92.51,12211.84,Bill Payment
2023-01-28,9.92,0.0,12221.76,Interest Payment
2023-01-28,0.0,104.46,12117.3,ATM Withdrawal
2023-01-28,0.0,2064.67,21863.37,Credit Card Payment
2023-01-30,0.0,122.0,11995.3,ATM Withdrawal
2023-02-02,0.0,45.5,11949.8,Loan Payment
2023-02-03,6658.93,0.0,18608.73,Salary
2023-02-03,0.0,102.81,18505.92,Bill Payment
2023-02-04,0.0,29.31,18476.61,ATM Withdrawal
2023-02-07,0.0,48.35,18428.26,Bill Payment
2023-02-08,0.0,137.31,18290.95,Loan Payment
2023-02-09,0.0,97.28,18193.67,Bill Payment
2023-02-11,0.0,62.96,18130.71,Wire Transfer
2023-02-12,0.0,39.96,18090.75,Loan Payment
2023-02-17,0.0,36.72,18054.03,Wire Transfer
2023-02-19,0.0,101.29,17952.74,Bill Payment
2023-02-28,4.59,0.0,17957.33,Interest Payment
2023-02-28,0.0,2408.52,19454.85,Credit Card Payment
2023-03-02,0.0,70.5,17886.83,ATM Withdrawal
2023-03-03,6529.28,0.0,24416.11,Salary
2023-03-05,0.0,60.49,24355.62,Bill Payment
2023-03-06,0.0,45.78,24309.84,Bill Payment
2023-03-08,0.0,66.82,24243.02,Loan Payment
2023-03-11,0.0,46.11,24196.91,ATM Withdrawal
2023-03-19,0.0,40.76,24156.15,Bill Payment
2023-03-24,0.0,96.19,24059.96,ATM Withdrawal
2023-03-27,0.0,22.51,24037.45,ATM Withdrawal
2023-03-28,9.89,0.0,24047.34,Interest Payment
2023-03-28,0.0,119.3,23928.04,ATM Withdrawal
2023-03-28,0.0,2117.82,17337.03,Credit Card Payment
2023-04-28,0.0,139.61,17197.42,Credit Card Payment
2023-05-28,0.0,28.16,17169.26,Credit Card Payment
