date,business_name,amount_of_deal,amount_paid,category
2023-01-01,McDonald's,21.45,21.45,Dining
2023-01-05,Martinez PLC,47.11,47.11,Dining
2023-01-08,"Peterson, Brock and Jenkins",85.16,85.16,Entertainment
2023-01-09,Nike,142.92,142.92,Clothing
2023-01-12,Uber,395.63,395.63,Travel
2023-01-14,"Ramirez, Foster and Johnson",355.26,118.42,Travel
2023-01-15,Bailey-Spencer,45.24,45.24,Entertainment
2023-01-16,Walmart,135.27,135.27,Groceries
2023-01-18,Starbucks,26.3,26.3,Dining
2023-01-19,Adidas,134.85,134.85,Clothing
2023-01-20,Walgreens,31.48,31.48,Health
2023-01-21,Zara,127.24,127.24,Clothing
2023-01-23,"Ramirez, Moody and Miller",49.3,49.3,Clothing
2023-01-25,H&M,132.87,132.87,Clothing
2023-01-26,Walgreens,36.8,12.27,Health
2023-01-28,Anderson LLC,192.87,64.29,Clothing
2023-01-29,Zara,65.45,65.45,Clothing
2023-01-30,Walmart,59.14,59.14,Groceries
2023-02-01,IKEA,211.82,211.82,Home
2023-02-03,Walgreens,34.68,34.68,Health
2023-02-05,Walgreens,77.44,77.44,Health
2023-02-06,"Jackson, Caldwell and Dunn",20.74,20.74,Health
2023-02-07,Walmart,41.56,41.56,Groceries
2023-02-10,Amazon,291.15,291.15,Electronics
2023-02-16,Ward Group,117.85,117.85,Clothing
2023-02-19,Zara,52.81,52.81,Clothing
2023-02-22,Cummings Ltd,54.56,54.56,Groceries
2023-02-27,Delta Airlines,123.9,41.3,Travel
2023-03-03,H&M,196.92,196.92,Clothing
2023-03-04,Walmart,87.23,87.23,Groceries
2023-03-06,H&M,109.81,109.81,Clothing
2023-03-09,Delta Airlines,461.93,461.93,Travel
2023-03-11,Walmart,85.17,85.17,Groceries
2023-03-13,Knight-Marks,87.61,87.61,Entertainment
2023-03-17,Starbucks,11.14,11.14,Dining
2023-03-19,McDonald's,55.44,18.48,Dining
2023-03-21,"Craig, Lucas and Carr",223.24,74.41,Travel
2023-03-26,Adidas,127.05,127.05,Clothing
2023-03-29,Webster Inc,55.41,55.41,Dining
