date,income,expense,balance,description
2023-01-02,0.0,36.99,6587.76,Bill Payment
2023-01-05,5009.61,0.0,11597.37,Salary
2023-01-05,0.0,97.72,11499.65,Bill Payment
2023-01-06,0.0,76.6,11423.05,ATM Withdrawal
2023-01-11,0.0,58.94,11364.11,Bill Payment
2023-01-17,0.0,146.22,11217.89,Bill Payment
2023-01-19,0.0,41.99,11175.9,ATM Withdrawal
2023-01-20,0.0,52.25,11123.65,Bill Payment
2023-01-21,8.28,0.0,11131.93,Interest Payment
2023-01-21,0.0,137.18,10994.75,Bill Payment
2023-01-22,0.0,40.99,10953.76,ATM Withdrawal
2023-01-28,0.0,2533.67,16722.41,Credit Card Payment
2023-02-05,4799.36,0.0,15753.12,Salary
2023-02-05,0.0,46.16,15706.96,Bill Payment
2023-02-06,0.0,109.5,15597.46,Wire Transfer
2023-02-08,0.0,62.41,15535.05,Loan Payment
2023-02-09,0.0,25.72,15509.33,Wire Transfer
2023-02-11,0.0,126.34,15382.99,Bill Payment
2023-02-14,0.0,95.12,15287.87,Bill Payment
2023-02-18,0.0,97.64,15190.23,ATM Withdrawal
2023-02-21,8.9,0.0,15199.13,Interest Payment
2023-02-22,0.0,143.6,15055.53,Bill Payment
2023-02-23,0.0,22.46,15033.07,Bill Payment
2023-02-28,0.0,80.58,14952.49,Loan Payment
2023-02-28,0.0,2586.72,14135.69,Credit Card Payment
2023-03-04,0.0,123.7,14828.79,Loan Payment
2023-03-05,4764.66,0.0,19593.45,Salary
2023-03-05,0.0,66.76,19526.69,Bill Payment
2023-03-21,6.06,0.0,19532.75,Interest Payment
2023-03-23,0.0,86.71,19446.04,Bill Payment
2023-03-24,0.0,117.33,19328.71,Bill Payment
2023-03-28,0.0,72.63,19256.08,ATM Withdrawal
2023-03-28,0.0,2323.93,11811.76,Credit Card Payment
2023-04-28,0.0,155.36,11656.4,Credit Card Payment
2023-05-28,0.0,100.9,11555.5,Credit Card Payment
