date,business_name,amount_of_deal,amount_paid,category
2023-01-07,"Martinez, Green and Greene",71.12,71.12,Health
2023-01-09,Starbucks,27.25,27.25,Dining
2023-01-10,Patton-Smith,64.79,64.79,Clothing
2023-01-11,Amazon,312.08,312.08,Electronics
2023-01-15,CVS,26.79,26.79,Health
2023-01-18,Target,77.54,77.54,Groceries
2023-01-22,"Garrett, Berry and Baldwin",343.98,114.66,Home
2023-01-24,Adidas,71.74,71.74,Clothing
2023-01-27,IKEA,248.99,248.99,Home
2023-01-29,Target,24.38,24.38,Groceries
2023-01-31,"Forbes, Bullock and Castillo",29.32,29.32,Health
2023-02-01,IKEA,82.23,27.41,Home
2023-02-02,Harrison-Sosa,76.17,76.17,Health
2023-02-03,Cooper Inc,235.99,235.99,Travel
2023-02-06,Johnson Ltd,41.07,41.07,Dining
2023-02-07,Amazon,815.58,815.58,Electronics
2023-02-08,Walters Inc,21.44,21.44,Entertainment
2023-02-16,"Hill, Craig and Martinez",198.24,198.24,Clothing
2023-02-17,Delta Airlines,82.87,82.87,Travel
2023-02-19,Target,59.94,59.94,Groceries
2023-02-23,Starbucks,13.6,6.8,Dining
2023-02-24,Adidas,151.8,50.6,Clothing
2023-02-26,IKEA,85.08,85.08,Home
2023-03-02,Baker-Mosley,62.62,62.62,Clothing
2023-03-09,Gutierrez-Evans,72.65,72.65,Health
2023-03-10,"Lawson, Solis and Munoz",60.66,60.66,Entertainment
2023-03-12,Adidas,149.37,149.37,Clothing
2023-03-13,Starbucks,40.72,40.72,Dining
2023-03-15,Russell-Khan,75.43,75.43,Groceries
2023-03-17,Amazon,945.84,945.84,Electronics
2023-03-18,Amazon,594.45,594.45,Electronics
2023-03-19,Casey Group,103.39,103.39,Groceries
2023-03-21,Uber,471.86,235.93,Travel
2023-03-22,Apple,919.11,919.11,Electronics
2023-03-24,Bennett-Brown,81.77,81.77,Entertainment
2023-03-26,Uber,173.41,173.41,Travel
2023-03-31,Delta Airlines,130.19,130.19,Travel
