date,business_name,amount_of_deal,amount_paid,category
2023-01-01,IKEA,151.83,151.83,Home
2023-01-02,Campbell Inc,73.31,36.66,Groceries
2023-01-04,Delta Airlines,204.6,204.6,Travel
2023-01-05,Adidas,43.22,21.61,Clothing
2023-01-07,Starbucks,46.48,46.48,Dining
2023-01-10,H&M,146.61,73.31,Clothing
2023-01-14,McDonald's,26.47,26.47,Dining
2023-01-18,Walmart,128.96,128.96,Groceries
2023-01-19,"Anderson, Lee and Henson",18.23,18.23,Dining
2023-01-21,Morris Ltd,119.32,119.32,Travel
2023-01-23,Target,146.58,73.29,Groceries
2023-01-24,Target,134.5,134.5,Groceries
2023-01-27,Coleman PLC,21.64,21.64,Dining
2023-01-28,"Schroeder, Shah and Conrad",365.04,365.04,Travel
2023-01-29,"Mills, Beck and Valdez",103.27,103.27,Home
2023-01-30,Carney Ltd,302.22,302.22,Travel
2023-02-02,Gonzalez-Gutierrez,377.41,377.41,Home
2023-02-03,IKEA,379.65,379.65,Home
2023-02-05,Uber,189.63,189.63,Travel
2023-02-10,CVS,27.88,27.88,Health
2023-02-13,Starbucks,57.78,57.78,Dining
2023-02-17,"White, Brown and Frazier",55.73,27.86,Dining
2023-02-22,Adidas,129.78,129.78,Clothing
2023-02-24,Walgreens,50.8,50.8,Health
2023-02-25,Nike,151.99,151.99,Clothing
2023-02-28,Adidas,100.92,100.92,Clothing
2023-03-01,Delta Airlines,404.7,404.7,Travel
2023-03-03,McDonald's,10.45,10.45,Dining
2023-03-04,Fisher LLC,25.83,25.83,Entertainment
2023-03-05,Garrett-Rodgers,51.03,51.03,Clothing
2023-03-11,Starbucks,18.24,6.08,Dining
2023-03-13,McDonald's,32.56,32.56,Dining
2023-03-16,Delta Airlines,482.01,482.01,Travel
2023-03-19,Apple,196.13,196.13,Electronics
2023-03-21,Adidas,125.91,125.91,Clothing
2023-03-24,Adidas,142.62,71.31,Clothing
