date,income,expense,balance,description
2023-01-01,0.0,59.39,7572.65,Bill Payment
2023-01-02,0.0,60.63,7512.02,ATM Withdrawal
2023-01-03,4791.63,0.0,12303.65,Salary
2023-01-05,0.0,33.23,12270.42,Bill Payment
2023-01-06,0.0,59.93,12210.49,ATM Withdrawal
2023-01-07,0.0,34.27,12176.22,Bill Payment
2023-01-10,0.0,24.01,12152.21,ATM Withdrawal
2023-01-12,0.0,143.41,12008.8,ATM Withdrawal
2023-01-13,0.0,64.05,11944.75,Wire Transfer
2023-01-14,0.0,39.13,11905.62,ATM Withdrawal
2023-01-18,0.0,106.82,11798.8,Bill Payment
2023-01-20,5.13,0.0,11803.93,Interest Payment
2023-01-20,0.0,133.4,11670.53,ATM Withdrawal
2023-01-21,0.0,129.24,11541.29,ATM Withdrawal
2023-01-22,0.0,119.59,11421.7,Bill Payment
2023-01-23,0.0,75.06,11346.64,ATM Withdrawal
2023-01-24,0.0,140.86,11205.78,Bill Payment
2023-01-26,0.0,38.67,11167.11,Bill Payment
2023-01-27,0.0,147.26,11019.85,Wire Transfer
2023-01-28,0.0,1431.24,17758.74,Credit Card Payment
2023-02-03,4661.09,0.0,15680.94,Salary
2023-02-04,0.0,20.4,15660.54,ATM Withdrawal
2023-02-05,0.0,134.56,15525.98,Bill Payment
2023-02-07,0.0,55.02,15470.96,ATM Withdrawal
2023-02-08,0.0,74.78,15396.18,ATM Withdrawal
2023-02-09,0.0,52.25,15343.93,Bill Payment
2023-02-15,0.0,76.84,15267.09,Bill Payment
2023-02-20,5.47,0.0,15272.56,Interest Payment
2023-02-28,0.0,1825.04,15933.7,Credit Card Payment
2023-03-01,0.0,146.59,15125.97,ATM Withdrawal
2023-03-03,4845.0,0.0,19970.97,Salary
2023-03-04,0.0,123.47,19847.5,Wire Transfer
2023-03-10,0.0,27.88,19819.62,ATM Withdrawal
2023-03-11,0.0,43.8,19775.82,ATM Withdrawal
2023-03-15,0.0,78.03,19697.79,Wire Transfer
2023-03-18,0.0,149.54,19548.25,ATM Withdrawal
2023-03-20,5.2,0.0,19553.45,Interest Payment
2023-03-20,0.0,60.7,19492.75,ATM Withdrawal
2023-03-22,0.0,104.48,19388.27,ATM Withdrawal
2023-03-26,0.0,108.53,19279.74,ATM Withdrawal
2023-03-27,0.0,29.69,19250.05,ATM Withdrawal
2023-03-28,0.0,2174.99,13758.71,Credit Card Payment
2023-03-29,0.0,60.07,19189.98,Bill Payment
2023-04-28,0.0,948.15,12810.56,Credit Card Payment
2023-05-28,0.0,530.43,12280.13,Credit Card Payment
