date,business_name,amount_of_deal,amount_paid,category
2023-01-03,McDonald's,13.06,13.06,Dining
2023-01-07,Carter-Everett,52.38,26.19,Dining
2023-01-11,Walgreens,69.2,69.2,Health
2023-01-12,Walmart,65.76,65.76,Groceries
2023-01-13,Apple,846.94,846.94,Electronics
2023-01-14,Edwards Group,86.58,86.58,Groceries
2023-01-15,Woods Group,112.84,112.84,Clothing
2023-01-16,Uber,414.37,414.37,Travel
2023-01-22,"Ayers, Flores and Shields",106.95,106.95,Clothing
2023-01-26,Strickland-Clark,208.85,208.85,Home
2023-01-27,Zara,184.92,184.92,Clothing
2023-01-31,Walgreens,32.86,32.86,Health
2023-02-08,Uber,286.25,286.25,Travel
2023-02-12,Walgreens,37.63,37.63,Health
2023-02-14,Zara,104.61,104.61,Clothing
2023-02-19,Collins-Lane,15.65,15.65,Dining
2023-02-20,Simmons Group,56.52,56.52,Dining
2023-02-23,Walmart,125.24,125.24,Groceries
2023-02-28,Nike,64.89,64.89,Clothing
2023-03-03,"Miller, Owens and Miller",10.88,10.88,Entertainment
2023-03-07,Target,140.91,140.91,Groceries
2023-03-09,Starbucks,31.96,31.96,Dining
2023-03-14,Nike,163.39,81.69,Clothing
2023-03-16,Amazon,995.72,331.91,Electronics
2023-03-18,Target,113.34,113.34,Groceries
2023-03-19,Starbucks,17.67,8.84,Dining
2023-03-23,"Bradley, Walters and Young",134.45,67.22,Travel
2023-03-25,Uber,346.98,346.98,Travel
2023-03-26,H&M,198.58,198.58,Clothing
2023-03-31,Adidas,42.32,21.16,Clothing
