date,income,expense,balance,description
2023-01-01,4562.58,0.0,12802.77,Salary
2023-01-05,0.0,96.9,12705.87,ATM Withdrawal
2023-01-11,0.0,86.45,12619.42,ATM Withdrawal
2023-01-12,0.0,87.35,12532.07,Bill Payment
2023-01-13,0.0,104.58,12427.49,ATM Withdrawal
2023-01-15,0.0,145.6,12281.89,ATM Withdrawal
2023-01-19,0.0,103.49,12178.4,Bill Payment
2023-01-21,0.0,118.56,12059.84,Bill Payment
2023-01-24,7.72,0.0,12067.56,Interest Payment
2023-01-24,0.0,134.5,11933.06,ATM Withdrawal
2023-01-25,0.0,31.84,11901.22,ATM Withdrawal
2023-01-26,0.0,143.99,11757.23,ATM Withdrawal
2023-01-28,0.0,1670.56,17976.83,Credit Card Payment
2023-02-01,4729.73,0.0,16486.96,Salary
2023-02-04,0.0,120.11,16366.85,Bill Payment
2023-02-07,0.0,98.4,16268.45,ATM Withdrawal
2023-02-08,0.0,82.81,16185.64,ATM Withdrawal
2023-02-12,0.0,92.01,16093.63,ATM Withdrawal
2023-02-14,0.0,68.44,16025.19,Bill Payment
2023-02-16,0.0,91.44,15933.75,Bill Payment
2023-02-17,0.0,48.47,15885.28,Bill Payment
2023-02-18,0.0,29.35,15855.93,Bill Payment
2023-02-19,0.0,92.88,15763.05,Bill Payment
2023-02-21,0.0,27.81,15735.24,ATM Withdrawal
2023-02-24,7.71,0.0,15742.95,Interest Payment
2023-02-24,0.0,120.28,15622.67,Bill Payment
2023-02-28,0.0,1581.27,16395.56,Credit Card Payment
2023-03-01,4642.88,0.0,20265.55,Salary
2023-03-04,0.0,146.03,20119.52,Bill Payment
2023-03-14,0.0,62.71,20056.81,Bill Payment
2023-03-24,2.72,0.0,20059.53,Interest Payment
2023-03-24,0.0,76.07,19983.46,Wire Transfer
2023-03-25,0.0,137.07,19846.39,ATM Withdrawal
2023-03-27,0.0,100.91,19745.48,ATM Withdrawal
2023-03-28,0.0,33.93,19711.55,Loan Payment
2023-03-28,0.0,890.55,15505.01,Credit Card Payment
2023-03-29,0.0,64.16,19647.39,ATM Withdrawal
2023-04-28,0.0,60.57,15444.44,Credit Card Payment
