date,business_name,amount_of_deal,amount_paid,category
2023-01-02,H&M,47.62,47.62,Clothing
2023-01-04,Walmart,45.52,45.52,Groceries
2023-01-05,Lee Ltd,34.04,34.04,Health
2023-01-11,"Johnson, Perry and Ritter",115.64,115.64,Home
2023-01-16,Walgreens,67.04,67.04,Health
2023-01-17,"Davis, Mitchell and Cantu",805.24,805.24,Electronics
2023-01-18,Amazon,176.28,176.28,Electronics
2023-01-21,Target,138.19,46.06,Groceries
2023-01-24,Nike,33.85,33.85,Clothing
2023-01-26,Target,126.79,42.26,Groceries
2023-01-29,McDonald's,44.84,44.84,Dining
2023-01-30,Nike,166.55,166.55,Clothing
2023-02-03,Adidas,62.65,62.65,Clothing
2023-02-04,Adidas,49.6,49.6,Clothing
2023-02-05,Uber,333.32,333.32,Travel
2023-02-07,Adidas,30.06,30.06,Clothing
2023-02-08,Uber,481.89,481.89,Travel
2023-02-09,Nike,53.49,53.49,Clothing
2023-02-11,Harris Group,23.67,7.89,Dining
2023-03-01,Amazon,118.51,118.51,Electronics
2023-03-03,Starbucks,41.53,41.53,Dining
2023-03-06,IKEA,311.27,311.27,Home
2023-03-07,IKEA,216.05,216.05,Home
2023-03-10,Hart-Hernandez,10.9,10.9,Dining
2023-03-11,"Silva, Weeks and Torres",571.26,571.26,Electronics
2023-03-15,Starbucks,56.38,56.38,Dining
2023-03-17,Walgreens,89.4,89.4,Health
2023-03-19,Walgreens,69.13,69.13,Health
2023-03-20,Target,50.0,50.0,Groceries
2023-03-21,H&M,188.44,188.44,Clothing
2023-03-26,McDonald's,34.12,34.12,Dining
2023-03-28,Carrillo-Perkins,359.08,359.08,Electronics
2023-03-30,Ochoa-Graham,326.26,326.26,Travel
