date,business_name,amount_of_deal,amount_paid,category
2023-01-01,"Johnson, Medina and Atkins",35.28,35.28,Clothing
2023-01-02,Pearson-Wood,10.01,10.01,Dining
2023-01-04,Chavez-Porter,498.37,498.37,Travel
2023-01-06,Starbucks,23.71,23.71,Dining
2023-01-07,McDonald's,40.23,40.23,Dining
2023-01-08,CVS,90.44,90.44,Health
2023-01-10,Nike,77.08,77.08,Clothing
2023-01-13,Uber,413.98,413.98,Travel
2023-01-14,Wright-Valencia,340.69,340.69,Home
2023-01-15,Amazon,586.28,586.28,Electronics
2023-01-17,Uber,110.23,110.23,Travel
2023-01-20,Apple,879.64,879.64,Electronics
2023-01-23,IKEA,196.2,65.4,Home
2023-01-25,"Holland, Mccullough and Anderson",81.77,27.26,Health
2023-01-27,Apple,659.37,659.37,Electronics
2023-01-31,Delta Airlines,111.42,111.42,Travel
2023-02-10,Target,101.92,50.96,Groceries
2023-02-11,"Orr, Elliott and Avery",124.74,124.74,Home
2023-02-14,Adidas,177.36,177.36,Clothing
2023-02-19,"Francis, Adkins and Ballard",97.19,97.19,Entertainment
2023-02-20,Delta Airlines,355.73,355.73,Travel
2023-02-21,CVS,74.24,24.75,Health
2023-02-22,McDonald's,35.82,35.82,Dining
2023-02-23,Jimenez-Park,294.77,294.77,Home
2023-02-25,Rodriguez-Gardner,360.04,360.04,Travel
2023-02-26,IKEA,121.95,60.98,Home
2023-02-27,"Long, Rush and Austin",22.9,22.9,Entertainment
2023-03-02,CVS,99.98,49.99,Health
2023-03-04,Uber,397.23,397.23,Travel
2023-03-05,H&M,69.76,23.25,Clothing
2023-03-07,McDonald's,47.77,23.89,Dining
2023-03-09,"Morales, Lawrence and Warren",111.28,111.28,Groceries
2023-03-10,"Zimmerman, Jones and Thompson",108.72,108.72,Groceries
2023-03-13,"Ward, Cohen and Callahan",118.64,118.64,Groceries
2023-03-14,Walgreens,86.32,86.32,Health
2023-03-15,McDonald's,54.49,54.49,Dining
2023-03-19,IKEA,199.78,199.78,Home
2023-03-20,Nike,164.11,164.11,Clothing
2023-03-21,Amazon,827.07,827.07,Electronics
2023-03-22,Amazon,103.23,103.23,Electronics
2023-03-28,Brooks and Sons,115.46,115.46,Groceries
2023-03-31,"Robinson, Mcdonald and Mccoy",18.7,18.7,Dining
