date,business_name,amount_of_deal,amount_paid,category
2023-01-02,CVS,64.18,64.18,Health
2023-01-03,"Smith, Mcgrath and May",97.24,97.24,Home
2023-01-04,Smith Ltd,35.63,35.63,Health
2023-01-09,Sullivan-Lewis,84.34,84.34,Health
2023-01-10,Uber,447.82,447.82,Travel
2023-01-11,Oconnell-Vang,25.39,25.39,Groceries
2023-01-13,Fuller PLC,119.39,119.39,Groceries
2023-01-15,Apple,382.83,382.83,Electronics
2023-01-19,Amazon,368.85,368.85,Electronics
2023-01-20,Hodges-Stewart,377.96,188.98,Travel
2023-01-22,"Taylor, Edwards and Castillo",113.38,56.69,Groceries
2023-01-23,"Alvarez, Johnson and Sandoval",75.37,75.37,Health
2023-01-25,Zara,193.48,193.48,Clothing
2023-01-29,Jackson-Martinez,254.47,254.47,Home
2023-01-30,McDonald's,42.88,42.88,Dining
2023-01-31,Apple,309.07,309.07,Electronics
2023-02-01,Uber,455.33,455.33,Travel
2023-02-02,Walmart,38.48,38.48,Groceries
2023-02-04,Martinez-Carson,191.79,95.89,Clothing
2023-02-07,Nike,54.33,18.11,Clothing
2023-02-09,IKEA,323.81,323.81,Home
2023-02-11,Nike,139.62,69.81,Clothing
2023-02-12,Uber,239.56,239.56,Travel
2023-02-14,Target,113.33,113.33,Groceries
2023-02-15,McDonald's,23.32,23.32,Dining
2023-02-17,Nike,182.75,91.38,Clothing
2023-02-22,H&M,151.88,151.88,Clothing
2023-03-10,H&M,36.65,36.65,Clothing
2023-03-13,CVS,57.76,57.76,Health
2023-03-15,Delta Airlines,141.46,47.15,Travel
2023-03-16,Ayala LLC,72.11,72.11,Entertainment
2023-03-18,Amazon,666.67,666.67,Electronics
2023-03-21,Adidas,82.17,82.17,Clothing
2023-03-22,Amazon,861.75,861.75,Electronics
2023-03-23,Walmart,117.92,117.92,Groceries
2023-03-27,Uber,181.78,181.78,Travel
2023-03-31,Gonzalez PLC,39.16,39.16,Home
