date,income,expense,balance,description
2023-01-01,5484.69,0.0,10823.14,Salary
2023-01-04,0.0,93.33,10729.81,Bill Payment
2023-01-05,0.0,149.42,10580.39,ATM Withdrawal
2023-01-06,0.0,104.19,10476.2,ATM Withdrawal
2023-01-10,0.0,86.66,10389.54,ATM Withdrawal
2023-01-14,0.0,133.86,10255.68,Bill Payment
2023-01-18,0.0,22.34,10233.34,Bill Payment
2023-01-20,0.0,88.29,10145.05,Loan Payment
2023-01-24,0.0,43.65,10101.4,ATM Withdrawal
2023-01-26,2.83,0.0,10104.23,Interest Payment
2023-01-28,0.0,80.61,10023.62,ATM Withdrawal
2023-01-28,0.0,1112.09,18198.27,Credit Card Payment
2023-02-01,5286.47,0.0,15310.09,Salary
2023-02-01,0.0,102.99,15207.1,ATM Withdrawal
2023-02-09,0.0,115.18,15091.92,Wire Transfer
2023-02-11,0.0,117.47,14974.45,ATM Withdrawal
2023-02-17,0.0,71.63,14902.82,Loan Payment
2023-02-23,0.0,115.13,14787.69,Wire Transfer
2023-02-26,2.62,0.0,14790.31,Interest Payment
2023-02-26,0.0,70.73,14719.58,ATM Withdrawal
2023-02-28,0.0,1864.1,16334.17,Credit Card Payment
2023-03-01,5359.56,0.0,20079.14,Salary
2023-03-02,0.0,126.72,19952.42,ATM Withdrawal
2023-03-06,0.0,69.45,19882.97,Bill Payment
2023-03-07,0.0,20.89,19862.08,Bill Payment
2023-03-12,0.0,37.8,19824.28,ATM Withdrawal
2023-03-17,0.0,44.08,19780.2,Bill Payment
2023-03-21,0.0,65.14,19715.06,Wire Transfer
2023-03-23,0.0,113.79,19601.27,ATM Withdrawal
2023-03-24,0.0,149.5,19451.77,Wire Transfer
2023-03-26,5.31,0.0,19457.08,Interest Payment
2023-03-28,0.0,1900.5,14433.67,Credit Card Payment
2023-03-29,0.0,72.64,19384.44,ATM Withdrawal
2023-03-30,0.0,74.08,19310.36,Wire Transfer
2023-04-28,0.0,125.4,14308.27,Credit Card Payment
