date,income,expense,balance,description
2023-01-02,0.0,64.16,1838.95,Bill Payment
2023-01-03,0.0,88.87,1750.08,Wire Transfer
2023-01-05,3712.44,0.0,5462.52,Salary
2023-01-05,0.0,48.24,5414.28,ATM Withdrawal
2023-01-08,0.0,119.91,5294.37,Bill Payment
2023-01-09,0.0,24.34,5270.03,Bill Payment
2023-01-11,0.0,70.11,5199.92,ATM Withdrawal
2023-01-14,0.0,33.24,5166.68,Bill Payment
2023-01-16,0.0,55.85,5110.83,Bill Payment
2023-01-21,0.0,82.95,5027.88,Bill Payment
2023-01-23,0.0,113.0,4914.88,ATM Withdrawal
2023-01-26,0.0,101.39,4813.49,ATM Withdrawal
2023-01-27,7.41,0.0,4820.9,Interest Payment
2023-01-28,0.0,1517.15,8601.56,Credit Card Payment
2023-02-05,3589.99,0.0,8410.89,Salary
2023-02-09,0.0,82.25,8328.64,ATM Withdrawal
2023-02-10,0.0,33.97,8294.67,ATM Withdrawal
2023-02-13,0.0,135.1,8159.57,ATM Withdrawal
2023-02-14,0.0,43.47,8116.1,Wire Transfer
2023-02-20,0.0,106.89,8009.21,Wire Transfer
2023-02-21,0.0,39.41,7969.8,ATM Withdrawal
2023-02-22,0.0,59.94,7909.86,Loan Payment
2023-02-25,0.0,55.71,7854.15,Bill Payment
2023-02-26,0.0,94.04,7760.11,ATM Withdrawal
2023-02-27,3.21,0.0,7763.32,Interest Payment
2023-02-28,0.0,110.36,7652.96,Wire Transfer
2023-02-28,0.0,788.64,7812.92,Credit Card Payment
2023-03-05,3591.66,0.0,11244.62,Salary
2023-03-06,0.0,126.18,11118.44,Wire Transfer
2023-03-08,0.0,81.34,11037.1,ATM Withdrawal
2023-03-09,0.0,63.21,10973.89,ATM Withdrawal
2023-03-16,0.0,42.48,10931.41,Bill Payment
2023-03-17,0.0,135.39,10796.02,Wire Transfer
2023-03-18,0.0,140.02,10656.0,Bill Payment
2023-03-20,0.0,84.38,10571.62,ATM Withdrawal
2023-03-21,0.0,96.31,10475.31,Bill Payment
2023-03-23,0.0,100.56,10374.75,ATM Withdrawal
2023-03-25,0.0,122.77,10251.98,ATM Withdrawal
2023-03-27,8.31,0.0,10260.29,Interest Payment
2023-03-28,0.0,1651.04,6161.88,Credit Card Payment
2023-03-29,0.0,141.58,10118.71,ATM Withdrawal
2023-04-28,0.0,198.94,5962.94,Credit Card Payment
