date,income,expense,balance,description
2023-01-02,5145.56,0.0,11356.61,Salary
2023-01-03,0.0,142.37,11214.24,Bill Payment
2023-01-07,0.0,58.28,11155.96,Bill Payment
2023-01-09,0.0,113.67,11042.29,Bill Payment
2023-01-11,0.0,118.9,10923.39,Bill Payment
2023-01-12,0.0,39.25,10884.14,Wire Transfer
2023-01-13,0.0,106.12,10778.02,Bill Payment
2023-01-17,0.0,23.38,10754.64,Bill Payment
2023-01-18,0.0,147.08,10607.56,ATM Withdrawal
2023-01-21,0.0,21.68,10585.88,Bill Payment
2023-01-27,0.0,107.9,10477.98,Wire Transfer
2023-01-28,3.03,0.0,10481.01,Interest Payment
2023-01-28,0.0,2064.61,17306.45,Credit Card Payment
2023-01-31,0.0,146.22,10334.79,Bill Payment
2023-02-02,5024.0,0.0,15358.79,Salary
2023-02-07,0.0,96.83,15261.96,ATM Withdrawal
2023-02-08,0.0,83.86,15178.1,Bill Payment
2023-02-09,0.0,66.42,15111.68,Wire Transfer
2023-02-15,0.0,123.56,14988.12,Bill Payment
2023-02-16,0.0,76.12,14912.0,ATM Withdrawal
2023-02-20,0.0,83.25,14828.75,Bill Payment
2023-02-22,0.0,48.52,14780.23,Bill Payment
2023-02-28,3.68,0.0,14783.91,Interest Payment
2023-02-28,0.0,1621.82,15684.63,Credit Card Payment
2023-03-01,0.0,101.03,14682.88,ATM Withdrawal
2023-03-02,5119.32,0.0,19802.2,Salary
2023-03-09,0.0,22.21,19779.99,Bill Payment
2023-03-10,0.0,47.93,19732.06,Loan Payment
2023-03-17,0.0,97.62,19634.44,Bill Payment
2023-03-23,0.0,28.4,19606.04,ATM Withdrawal
2023-03-25,0.0,96.79,19509.25,Loan Payment
2023-03-27,0.0,98.11,19411.14,ATM Withdrawal
2023-03-28,5.47,0.0,19416.61,Interest Payment
2023-03-28,0.0,972.28,14712.35,Credit Card Payment
2023-03-31,0.0,45.55,19371.06,Bill Payment
2023-04-28,0.0,127.97,14584.38,Credit Card Payment
