date,business_name,amount_of_deal,amount_paid,category
2023-01-02,Rivera-Thomas,30.55,30.55,Clothing
2023-01-03,Adidas,48.87,48.87,Clothing
2023-01-04,Walmart,75.05,75.05,Groceries
2023-01-06,Amazon,302.53,302.53,Electronics
2023-01-09,IKEA,190.07,63.36,Home
2023-01-11,"Davis, Hill and Johnson",184.96,184.96,Clothing
2023-01-13,Burns and Sons,223.02,223.02,Home
2023-01-24,Walmart,107.77,107.77,Groceries
2023-01-27,Uber,219.86,219.86,Travel
2023-01-28,Schwartz Inc,34.6,34.6,Groceries
2023-01-29,Walgreens,60.42,30.21,Health
2023-01-31,CVS,72.95,24.32,Health
2023-02-01,"James, Martinez and Hill",84.65,84.65,Clothing
2023-02-03,Amazon,818.52,818.52,Electronics
2023-02-05,Obrien-Weber,125.04,125.04,Clothing
2023-02-06,"Hansen, Boyer and Jones",110.99,110.99,Electronics
2023-02-13,Chambers-Martin,18.48,18.48,Dining
2023-02-24,McDonald's,43.27,43.27,Dining
2023-03-04,Adidas,126.49,126.49,Clothing
2023-03-06,"Baldwin, Miller and Fisher",52.83,52.83,Dining
2023-03-11,Starbucks,20.13,20.13,Dining
2023-03-13,H&M,42.98,42.98,Clothing
2023-03-18,Nike,182.02,182.02,Clothing
2023-03-19,Starbucks,55.43,27.71,Dining
2023-03-20,Uber,143.37,143.37,Travel
2023-03-21,Starbucks,28.33,28.33,Dining
2023-03-23,Walgreens,64.52,64.52,Health
2023-03-24,Flores-Scott,98.48,98.48,Home
2023-03-26,Green-Williams,16.44,16.44,Dining
2023-03-27,Amazon,708.31,708.31,Electronics
2023-03-31,"Walker, Lopez and Li",189.49,189.49,Clothing
