date,business_name,amount_of_deal,amount_paid,category
2023-01-02,Uber,453.9,453.9,Travel
2023-01-03,"Ramos, Rodriguez and Holmes",32.79,32.79,Dining
2023-01-06,Fry Inc,36.55,36.55,Dining
2023-01-08,Alexander-Austin,30.55,30.55,Health
2023-01-09,McDonald's,49.21,49.21,Dining
2023-01-10,Adidas,166.83,166.83,Clothing
2023-01-11,Amazon,457.54,457.54,Electronics
2023-01-15,Walgreens,80.73,40.37,Health
2023-01-18,Adkins-Wagner,549.5,274.75,Electronics
2023-01-20,McDonald's,54.44,54.44,Dining
2023-01-22,Adidas,79.44,79.44,Clothing
2023-01-23,Amazon,534.69,534.69,Electronics
2023-01-25,Powell Ltd,112.89,112.89,Groceries
2023-01-27,CVS,86.15,28.72,Health
2023-01-28,"Bradford, Gardner and Watson",36.34,18.17,Dining
2023-01-30,Dean-Perry,746.81,746.81,Electronics
2023-02-01,Adidas,163.46,163.46,Clothing
2023-02-02,IKEA,106.67,106.67,Home
2023-02-03,Hall-Ramirez,290.29,290.29,Home
2023-02-05,Target,117.9,117.9,Groceries
2023-02-06,"Jones, Moreno and Dickson",69.5,69.5,Health
2023-02-07,CVS,36.34,36.34,Health
2023-02-09,H&M,42.35,14.12,Clothing
2023-02-11,Taylor and Sons,114.07,114.07,Groceries
2023-02-12,Target,69.62,34.81,Groceries
2023-02-14,Starbucks,27.24,27.24,Dining
2023-02-16,Thomas-Jackson,93.08,93.08,Health
2023-02-19,Amazon,895.76,447.88,Electronics
2023-02-21,CVS,20.0,20.0,Health
2023-02-24,"Dillon, Harris and Miller",300.5,300.5,Travel
2023-03-03,Krueger PLC,57.54,57.54,Dining
2023-03-06,Starbucks,50.49,50.49,Dining
2023-03-09,Adidas,76.01,76.01,Clothing
2023-03-12,Uber,487.13,487.13,Travel
2023-03-14,Adidas,139.04,46.35,Clothing
2023-03-16,IKEA,371.2,371.2,Home
2023-03-17,Walmart,29.61,29.61,Groceries
2023-03-19,Avila-Frazier,223.3,223.3,Electronics
2023-03-22,Uber,208.77,104.39,Travel
2023-03-26,Stevens Group,50.82,25.41,Clothing
2023-03-30,Walmart,71.95,71.95,Groceries
2023-03-31,IKEA,302.24,302.24,Home
