date,income,expense,balance,description
2023-01-01,0.0,44.79,3595.51,Wire Transfer
2023-01-02,0.0,98.38,3497.13,Wire Transfer
2023-01-03,4649.08,0.0,8146.21,Salary
2023-01-07,0.0,125.22,8020.99,ATM Withdrawal
2023-01-09,0.0,36.19,7984.8,ATM Withdrawal
2023-01-15,0.0,110.71,7874.09,Bill Payment
2023-01-17,0.0,77.22,7796.87,Wire Transfer
2023-01-20,0.0,137.19,7659.68,ATM Withdrawal
2023-01-23,0.0,70.61,7589.07,Bill Payment
2023-01-28,7.83,0.0,7596.9,Interest Payment
2023-01-28,0.0,142.99,7453.91,ATM Withdrawal
2023-01-28,0.0,1673.34,13222.71,Credit Card Payment
2023-01-31,0.0,119.07,7334.84,Bill Payment
2023-02-01,0.0,146.36,7188.48,Wire Transfer
2023-02-02,0.0,110.15,7078.33,ATM Withdrawal
2023-02-03,4468.07,0.0,11546.4,Salary
2023-02-10,0.0,81.58,11464.82,ATM Withdrawal
2023-02-12,0.0,138.37,11326.45,ATM Withdrawal
2023-02-20,0.0,78.69,11247.76,Bill Payment
2023-02-22,0.0,88.43,11159.33,Bill Payment
2023-02-24,0.0,40.29,11119.04,Bill Payment
2023-02-25,0.0,107.13,11011.91,Wire Transfer
2023-02-28,5.87,0.0,11017.78,Interest Payment
2023-02-28,0.0,1813.55,11409.16,Credit Card Payment
2023-03-03,4598.62,0.0,15616.4,Salary
2023-03-12,0.0,147.49,15468.91,Loan Payment
2023-03-17,0.0,108.72,15360.19,Loan Payment
2023-03-18,0.0,109.75,15250.44,Loan Payment
2023-03-22,0.0,76.11,15174.33,Loan Payment
2023-03-24,0.0,31.81,15142.52,Bill Payment
2023-03-26,0.0,119.23,15023.29,Wire Transfer
2023-03-27,0.0,38.0,14985.29,ATM Withdrawal
2023-03-28,7.25,0.0,14992.54,Interest Payment
2023-03-28,0.0,2720.7,8688.46,Credit Card Payment
2023-03-30,0.0,96.49,14896.05,Wire Transfer
2023-04-28,0.0,117.19,8571.27,Credit Card Payment
