date,business_name,amount_of_deal,amount_paid,category
2023-01-01,H&M,137.83,137.83,Clothing
2023-01-02,McDonald's,18.9,18.9,Dining
2023-01-03,Adidas,88.21,88.21,Clothing
2023-01-07,Zara,121.14,121.14,Clothing
2023-01-08,Uber,324.61,324.61,Travel
2023-01-10,"Dennis, Ramsey and Rivera",93.92,93.92,Groceries
2023-01-11,Target,105.77,35.26,Groceries
2023-01-14,Starbucks,33.82,33.82,Dining
2023-01-15,"Washington, Johnson and Ortiz",229.12,229.12,Home
2023-01-17,"Neal, Gilbert and Gonzales",156.99,156.99,Travel
2023-01-20,Wright-Singh,280.8,280.8,Home
2023-01-21,Delta Airlines,447.6,447.6,Travel
2023-01-22,Amazon,933.9,311.3,Electronics
2023-01-24,Uber,117.29,117.29,Travel
2023-01-25,CVS,46.6,46.6,Health
2023-01-26,"Wilcox, Munoz and Marsh",76.31,25.44,Health
2023-01-28,Uber,71.17,71.17,Travel
2023-01-29,Nike,104.09,104.09,Clothing
2023-01-30,Zara,83.57,41.78,Clothing
2023-01-31,Apple,123.97,123.97,Electronics
2023-02-01,"Thomas, Reed and Edwards",97.46,32.49,Health
2023-02-02,Gibbs Group,309.97,309.97,Home
2023-02-06,Sanchez Group,266.96,266.96,Home
2023-02-07,"Pope, Floyd and Craig",242.0,80.67,Travel
2023-02-16,Zara,110.27,110.27,Clothing
2023-02-18,Zara,89.06,89.06,Clothing
2023-02-21,Wilson-Davis,114.8,114.8,Groceries
2023-02-22,Jimenez-Greene,34.77,34.77,Groceries
2023-02-23,CVS,23.59,23.59,Health
2023-02-27,"Shepherd, Armstrong and Lam",68.48,34.24,Entertainment
2023-03-02,IKEA,81.04,81.04,Home
2023-03-06,Amazon,620.8,620.8,Electronics
2023-03-07,McDonald's,35.2,35.2,Dining
2023-03-09,Zara,122.29,122.29,Clothing
2023-03-13,McDonald's,39.47,39.47,Dining
2023-03-15,Walgreens,59.71,19.9,Health
2023-03-19,Nike,149.16,149.16,Clothing
2023-03-24,Uber,234.08,78.03,Travel
2023-03-25,Nike,174.39,174.39,Clothing
2023-03-27,"Rose, Douglas and Strong",86.79,86.79,Health
