date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Adidas,132.37,44.12,Clothing
2023-01-02,McDonald's,43.72,43.72,Dining
2023-01-03,Target,105.08,105.08,Groceries
2023-01-11,Target,50.55,50.55,Groceries
2023-01-15,Target,111.58,111.58,Groceries
2023-01-17,Starbucks,53.0,26.5,Dining
2023-01-22,Nike,196.71,98.36,Clothing
2023-01-24,IKEA,293.83,293.83,Home
2023-01-25,"Cowan, Campbell and Chambers",276.13,276.13,Travel
2023-01-28,IKEA,183.59,183.59,Home
2023-01-30,"Villanueva, Carpenter and Wright",186.8,93.4,Clothing
2023-02-01,H&M,33.53,33.53,Clothing
2023-02-02,Zara,193.44,193.44,Clothing
2023-02-09,Target,132.51,132.51,Groceries
2023-02-11,H&M,46.14,46.14,Clothing
2023-02-12,Walgreens,67.39,67.39,Health
2023-02-15,Delta Airlines,367.43,367.43,Travel
2023-02-16,Walgreens,84.15,84.15,Health
2023-02-17,IKEA,196.85,196.85,Home
2023-02-18,Nike,123.85,61.92,Clothing
2023-02-20,Walgreens,73.26,73.26,Health
2023-02-21,H&M,196.86,196.86,Clothing
2023-02-26,Target,79.25,26.42,Groceries
2023-02-28,"Fox, Fuller and Russell",233.17,233.17,Electronics
2023-03-01,Walters LLC,29.16,29.16,Groceries
2023-03-03,IKEA,260.82,260.82,Home
2023-03-05,Target,113.89,113.89,Groceries
2023-03-07,Leon Ltd,44.81,44.81,Dining
2023-03-08,Apple,563.67,563.67,Electronics
2023-03-09,Wolfe PLC,834.96,834.96,Electronics
2023-03-11,Andrade-Duran,122.96,40.99,Clothing
2023-03-14,Target,57.06,19.02,Groceries
2023-03-16,Starbucks,39.76,13.25,Dining
2023-03-18,IKEA,124.04,124.04,Home
2023-03-22,Amazon,157.07,157.07,Electronics
2023-03-26,Valdez Ltd,108.44,108.44,Travel
2023-03-27,Smith-James,169.1,169.1,Clothing
2023-03-28,Delta Airlines,257.55,257.55,Travel
2023-03-30,King Inc,140.0,70.0,Clothing
2023-03-31,Amazon,365.47,365.47,Electronics
