date,business_name,amount_of_deal,amount_paid,category
2023-01-03,Starbucks,45.76,45.76,Dining
2023-01-06,McDonald's,35.72,35.72,Dining
2023-01-11,Alvarez-Matthews,58.37,29.18,Dining
2023-01-12,Delta Airlines,316.7,316.7,Travel
2023-01-14,"Meadows, Johnson and Williams",17.8,5.93,Dining
2023-01-16,Delta Airlines,433.95,216.97,Travel
2023-01-25,Starbucks,31.97,31.97,Dining
2023-01-28,H&M,78.12,78.12,Clothing
2023-01-29,"Garcia, Duran and Carey",526.31,526.31,Electronics
2023-02-04,Archer PLC,47.99,47.99,Clothing
2023-02-05,McDonald's,11.96,11.96,Dining
2023-02-06,IKEA,62.5,62.5,Home
2023-02-07,Walgreens,40.57,40.57,Health
2023-02-08,"Moore, Francis and Walker",81.6,81.6,Entertainment
2023-02-09,CVS,47.61,47.61,Health
2023-02-13,Gallegos Ltd,35.27,35.27,Entertainment
2023-02-14,Starbucks,52.66,52.66,Dining
2023-02-16,CVS,99.38,33.13,Health
2023-02-20,IKEA,286.89,286.89,Home
2023-02-21,Wu Ltd,194.19,64.73,Home
2023-02-22,Delta Airlines,409.1,409.1,Travel
2023-02-23,Zara,107.96,107.96,Clothing
2023-02-24,CVS,37.07,37.07,Health
2023-02-27,Target,76.65,76.65,Groceries
2023-03-01,Walmart,65.18,65.18,Groceries
2023-03-02,Woodward-Smith,62.91,62.91,Health
2023-03-11,Target,147.18,147.18,Groceries
2023-03-15,"Klein, Horton and Jensen",43.64,43.64,Clothing
2023-03-17,CVS,15.71,15.71,Health
2023-03-18,Leonard Ltd,39.7,39.7,Health
2023-03-23,"Smith, Adams and Schmitt",95.31,31.77,Health
2023-03-25,Delta Airlines,408.87,408.87,Travel
