date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Harris-Guerrero,28.9,14.45,Dining
2023-01-02,Amazon,999.91,999.91,Electronics
2023-01-05,"Gibson, Cisneros and Rojas",102.31,102.31,Travel
2023-01-10,Uber,178.84,178.84,Travel
2023-01-11,Jones and Sons,197.19,197.19,Clothing
2023-01-13,"Hunt, Walsh and Terry",152.86,50.95,Home
2023-01-18,"Patel, Johnson and Booth",389.29,389.29,Home
2023-01-20,Zara,85.3,85.3,Clothing
2023-01-21,Nike,133.75,133.75,Clothing
2023-01-22,IKEA,215.58,215.58,Home
2023-01-23,McDonald's,40.36,40.36,Dining
2023-01-26,"Jefferson, Jackson and Casey",128.72,128.72,Clothing
2023-01-27,Apple,614.57,614.57,Electronics
2023-01-29,McDonald's,41.52,41.52,Dining
2023-01-30,Nike,128.43,128.43,Clothing
2023-01-31,Fitzgerald LLC,19.05,19.05,Health
2023-02-04,Adidas,70.08,70.08,Clothing
2023-02-06,Zara,60.9,60.9,Clothing
2023-02-07,Thomas Ltd,23.85,23.85,Dining
2023-02-13,Apple,652.47,652.47,Electronics
2023-02-14,Amazon,428.75,428.75,Electronics
2023-02-15,Nike,78.91,78.91,Clothing
2023-02-17,Uber,230.82,76.94,Travel
2023-02-18,Walgreens,54.97,54.97,Health
2023-02-20,Target,140.12,46.71,Groceries
2023-02-24,Target,37.87,37.87,Groceries
2023-02-26,"Mata, Jones and Morales",107.65,107.65,Clothing
2023-02-27,Walmart,122.47,122.47,Groceries
2023-03-01,Walmart,87.78,43.89,Groceries
2023-03-02,Apple,144.79,144.79,Electronics
2023-03-09,Zara,30.02,30.02,Clothing
2023-03-13,Delta Airlines,422.44,422.44,Travel
2023-03-14,Starbucks,15.12,15.12,Dining
2023-03-15,Walmart,87.29,87.29,Groceries
2023-03-16,"Sandoval, Weber and Pena",137.9,137.9,Groceries
2023-03-17,H&M,82.19,82.19,Clothing
2023-03-18,McDonald's,17.79,5.93,Dining
2023-03-20,Nike,108.3,36.1,Clothing
2023-03-21,Cardenas LLC,334.59,167.29,Home
2023-03-28,"Le, Schwartz and Robinson",87.71,87.71,Entertainment
2023-03-29,Uber,465.7,465.7,Travel
2023-03-30,Nike,188.84,62.95,Clothing
2023-03-31,Jones-Thompson,54.36,54.36,Health
