date,business_name,amount_of_deal,amount_paid,category
2023-01-04,Apple,970.9,323.63,Electronics
2023-01-06,Target,90.52,90.52,Groceries
2023-01-07,"Terry, Davis and Gonzalez",279.67,279.67,Travel
2023-01-08,CVS,99.28,99.28,Health
2023-01-10,"Jones, Torres and Thompson",58.12,58.12,Groceries
2023-01-15,Walgreens,26.48,26.48,Health
2023-01-16,Delta Airlines,88.77,29.59,Travel
2023-01-17,Adidas,158.3,52.77,Clothing
2023-01-20,CVS,76.5,76.5,Health
2023-01-24,Lyons-Holden,79.22,79.22,Clothing
2023-01-25,Curry LLC,77.24,77.24,Health
2023-01-26,Uber,158.65,158.65,Travel
2023-01-28,Walmart,70.66,35.33,Groceries
2023-01-29,Adidas,35.67,35.67,Clothing
2023-01-31,Starbucks,32.81,16.41,Dining
2023-02-02,IKEA,89.91,89.91,Home
2023-02-04,IKEA,354.58,354.58,Home
2023-02-05,"Ferrell, Maynard and Malone",36.38,36.38,Entertainment
2023-02-09,Foley and Sons,13.7,13.7,Entertainment
2023-02-11,Adidas,61.2,61.2,Clothing
2023-02-12,H&M,145.82,145.82,Clothing
2023-02-17,Starbucks,25.25,25.25,Dining
2023-02-23,Starbucks,58.32,58.32,Dining
2023-02-25,"Ford, Rose and Price",23.25,23.25,Groceries
2023-02-26,Zara,48.12,48.12,Clothing
2023-03-01,Apple,185.95,185.95,Electronics
2023-03-03,Walmart,49.98,49.98,Groceries
2023-03-04,IKEA,183.83,183.83,Home
2023-03-06,Adidas,164.15,164.15,Clothing
2023-03-07,Walmart,77.92,77.92,Groceries
2023-03-08,Adidas,35.41,35.41,Clothing
2023-03-11,Mayo PLC,160.76,53.59,Clothing
2023-03-13,IKEA,115.95,115.95,Home
2023-03-16,Uber,340.31,170.16,Travel
2023-03-18,Uber,102.93,102.93,Travel
2023-03-22,Delta Airlines,201.31,67.1,Travel
2023-03-23,Uber,67.03,22.34,Travel
2023-03-25,McDonald's,56.02,56.02,Dining
2023-03-26,Walmart,61.17,61.17,Groceries
2023-03-27,Walmart,30.75,30.75,Groceries
2023-03-28,"Little, Fischer and Anderson",114.12,114.12,Clothing
