date,income,expense,balance,description
2023-01-01,0.0,103.45,2133.9,ATM Withdrawal
2023-01-02,3580.59,0.0,5714.49,Salary
2023-01-06,0.0,123.8,5590.69,ATM Withdrawal
2023-01-11,0.0,148.53,5442.16,ATM Withdrawal
2023-01-19,0.0,148.51,5293.65,ATM Withdrawal
2023-01-21,0.0,59.53,5234.12,Wire Transfer
2023-01-22,2.79,0.0,5236.91,Interest Payment
2023-01-22,0.0,112.85,5124.06,Loan Payment
2023-01-24,0.0,99.48,5024.58,Bill Payment
2023-01-25,0.0,105.7,4918.88,ATM Withdrawal
2023-01-26,0.0,32.88,4886.0,Bill Payment
2023-01-28,0.0,2118.55,8386.91,Credit Card Payment
2023-01-29,0.0,36.3,4849.7,Bill Payment
2023-02-02,3558.99,0.0,8408.69,Salary
2023-02-07,0.0,53.0,8355.69,Bill Payment
2023-02-08,0.0,31.45,8324.24,Bill Payment
2023-02-14,0.0,97.77,8226.47,Wire Transfer
2023-02-15,0.0,70.93,8155.54,Wire Transfer
2023-02-18,0.0,96.14,8059.4,Bill Payment
2023-02-21,0.0,78.34,7981.06,Bill Payment
2023-02-22,2.25,0.0,7983.31,Interest Payment
2023-02-26,0.0,119.52,7863.79,Wire Transfer
2023-02-28,0.0,1469.46,3968.22,Credit Card Payment
2023-03-02,3553.56,0.0,11417.35,Salary
2023-03-02,0.0,77.83,11339.52,Bill Payment
2023-03-08,0.0,124.2,11215.32,ATM Withdrawal
2023-03-16,0.0,103.34,11111.98,Bill Payment
2023-03-19,0.0,93.2,11018.78,ATM Withdrawal
2023-03-20,0.0,58.9,10959.88,ATM Withdrawal
2023-03-21,0.0,97.61,10862.27,Bill Payment
2023-03-22,2.45,0.0,10864.72,Interest Payment
2023-03-25,0.0,113.25,10751.47,Wire Transfer
2023-03-28,0.0,2949.23,5437.68,Credit Card Payment
2023-03-29,0.0,103.86,10647.61,ATM Withdrawal
2023-03-31,0.0,142.15,10505.46,ATM Withdrawal
2023-04-28,0.0,709.02,3259.2,Credit Card Payment
2023-05-28,0.0,319.97,2939.23,Credit Card Payment
