date,income,expense,balance,description
2023-01-01,0.0,28.63,1709.46,Wire Transfer
2023-01-02,0.0,121.26,1588.2,Bill Payment
2023-01-05,5446.9,0.0,7035.1,Salary
2023-01-05,0.0,109.28,6925.82,Bill Payment
2023-01-06,0.0,71.72,6854.1,Bill Payment
2023-01-07,0.0,40.46,6813.64,Wire Transfer
2023-01-14,0.0,100.99,6712.65,Bill Payment
2023-01-15,0.0,43.25,6669.4,Bill Payment
2023-01-17,0.0,122.05,6547.35,ATM Withdrawal
2023-01-18,0.0,63.83,6483.52,ATM Withdrawal
2023-01-20,0.0,130.09,6353.43,Loan Payment
2023-01-22,0.0,106.7,6246.73,Bill Payment
2023-01-23,0.0,78.99,6167.74,ATM Withdrawal
2023-01-25,8.23,0.0,6175.97,Interest Payment
2023-01-25,0.0,148.71,6027.26,Wire Transfer
2023-01-28,0.0,75.41,5951.85,Bill Payment
2023-01-28,0.0,1864.66,13192.4,Credit Card Payment
2023-01-29,0.0,131.8,5820.05,Bill Payment
2023-01-30,0.0,61.53,5758.52,Loan Payment
2023-01-31,0.0,52.46,5706.06,ATM Withdrawal
2023-02-05,5242.42,0.0,10948.48,Salary
2023-02-05,0.0,129.66,10818.82,Wire Transfer
2023-02-07,0.0,46.94,10771.88,Wire Transfer
2023-02-11,0.0,30.98,10740.9,Bill Payment
2023-02-12,0.0,27.0,10713.9,Bill Payment
2023-02-13,0.0,59.03,10654.87,Wire Transfer
2023-02-21,0.0,65.92,10588.95,ATM Withdrawal
2023-02-25,2.99,0.0,10591.94,Interest Payment
2023-02-25,0.0,22.55,10569.39,Bill Payment
2023-02-27,0.0,112.94,10456.45,Bill Payment
2023-02-28,0.0,2346.36,10846.04,Credit Card Payment
2023-03-02,0.0,127.92,10328.53,Wire Transfer
2023-03-05,5337.65,0.0,15666.18,Salary
2023-03-05,0.0,96.74,15569.44,Bill Payment
2023-03-07,0.0,73.42,15496.02,ATM Withdrawal
2023-03-11,0.0,112.49,15383.53,Wire Transfer
2023-03-12,0.0,79.9,15303.63,Wire Transfer
2023-03-13,0.0,73.4,15230.23,Wire Transfer
2023-03-19,0.0,34.55,15195.68,Loan Payment
2023-03-25,9.15,0.0,15204.83,Interest Payment
2023-03-27,0.0,147.77,15057.06,Loan Payment
2023-03-28,0.0,1655.62,9190.42,Credit Card Payment
2023-04-28,0.0,132.17,9058.25,Credit Card Payment
