date,income,expense,balance,description
2023-01-01,0.0,68.58,6613.51,Bill Payment
2023-01-02,4952.59,0.0,11566.1,Salary
2023-01-03,0.0,112.05,11454.05,ATM Withdrawal
2023-01-17,0.0,106.02,11348.03,Wire Transfer
2023-01-20,0.0,20.19,11327.84,Bill Payment
2023-01-27,8.72,0.0,11336.56,Interest Payment
2023-01-28,0.0,57.25,11279.31,Bill Payment
2023-01-28,0.0,1348.7,18175.79,Credit Card Payment
2023-01-29,0.0,99.32,11179.99,ATM Withdrawal
2023-01-30,0.0,81.95,11098.04,Bill Payment
2023-02-02,4942.25,0.0,16040.29,Salary
2023-02-03,0.0,35.63,16004.66,ATM Withdrawal
2023-02-04,0.0,106.35,15898.31,ATM Withdrawal
2023-02-13,0.0,85.99,15812.32,Bill Payment
2023-02-22,0.0,92.83,15719.49,Wire Transfer
2023-02-27,2.08,0.0,15721.57,Interest Payment
2023-02-27,0.0,22.42,15699.15,Wire Transfer
2023-02-28,0.0,94.27,15604.88,ATM Withdrawal
2023-02-28,0.0,1243.19,16932.6,Credit Card Payment
2023-03-02,4995.53,0.0,20600.41,Salary
2023-03-03,0.0,77.75,20522.66,ATM Withdrawal
2023-03-05,0.0,147.81,20374.85,Bill Payment
2023-03-06,0.0,48.24,20326.61,Bill Payment
2023-03-08,0.0,50.81,20275.8,Bill Payment
2023-03-13,0.0,32.21,20243.59,Loan Payment
2023-03-15,0.0,91.63,20151.96,ATM Withdrawal
2023-03-17,0.0,96.68,20055.28,ATM Withdrawal
2023-03-19,0.0,63.07,19992.21,Bill Payment
2023-03-21,0.0,119.03,19873.18,Bill Payment
2023-03-24,0.0,140.44,19732.74,Bill Payment
2023-03-26,0.0,81.99,19650.75,Bill Payment
2023-03-27,2.1,0.0,19652.85,Interest Payment
2023-03-28,0.0,2408.0,14524.6,Credit Card Payment
2023-03-30,0.0,128.36,19524.49,Loan Payment
2023-04-28,0.0,82.09,14442.51,Credit Card Payment
