date,business_name,amount_of_deal,amount_paid,category
2023-01-01,IKEA,265.79,132.9,Home
2023-01-06,H&M,67.37,67.37,Clothing
2023-01-07,Zara,100.97,100.97,Clothing
2023-01-10,Walmart,53.49,53.49,Groceries
2023-01-13,Uber,353.68,353.68,Travel
2023-01-18,Walmart,31.91,31.91,Groceries
2023-01-24,Delta Airlines,188.23,188.23,Travel
2023-01-27,McDonald's,44.17,44.17,Dining
2023-01-29,Walgreens,48.35,48.35,Health
2023-01-31,Caldwell PLC,30.65,30.65,Home
2023-02-01,Uber,124.41,124.41,Travel
2023-02-02,CVS,16.6,16.6,Health
2023-02-03,Patel-Mitchell,26.93,26.93,Dining
2023-02-04,Starbucks,17.62,17.62,Dining
2023-02-11,Delta Airlines,213.51,106.75,Travel
2023-02-12,Zara,197.23,197.23,Clothing
2023-02-13,Zara,125.33,62.66,Clothing
2023-02-17,Amazon,621.47,621.47,Electronics
2023-02-18,CVS,75.83,25.28,Health
2023-02-19,Long-Williams,75.93,75.93,Health
2023-02-23,McDonald's,16.78,16.78,Dining
2023-02-25,Barnes LLC,283.76,283.76,Travel
2023-03-03,McDonald's,58.65,58.65,Dining
2023-03-05,Adidas,171.5,171.5,Clothing
2023-03-07,Zara,155.76,155.76,Clothing
2023-03-09,H&M,105.2,105.2,Clothing
2023-03-13,"Orozco, Sandoval and Bishop",99.28,99.28,Clothing
2023-03-14,"Davies, Davis and Wright",95.62,95.62,Clothing
2023-03-15,Zara,128.12,64.06,Clothing
2023-03-16,Greene and Sons,54.91,54.91,Entertainment
2023-03-20,Alexander-Ortiz,363.46,363.46,Travel
2023-03-21,"Elliott, Roman and Vincent",50.53,50.53,Clothing
2023-03-22,CVS,87.23,87.23,Health
2023-03-26,Starbucks,46.51,46.51,Dining
2023-03-27,Zara,109.25,109.25,Clothing
2023-03-28,"Davis, Smith and Washington",27.47,27.47,Groceries
2023-03-29,Uber,203.63,203.63,Travel
2023-03-31,McDonald's,50.55,50.55,Dining
