date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Delta Airlines,358.6,358.6,Travel
2023-01-02,Delta Airlines,475.2,475.2,Travel
2023-01-03,Wright-Daniels,54.28,54.28,Groceries
2023-01-06,Nike,32.38,10.79,Clothing
2023-01-07,"Davis, Stevens and Williams",51.45,51.45,Health
2023-01-08,Mccarthy LLC,87.85,87.85,Travel
2023-01-09,H&M,162.4,162.4,Clothing
2023-01-10,Hebert Inc,98.17,98.17,Health
2023-01-11,Zara,88.44,88.44,Clothing
2023-01-12,Delta Airlines,126.02,63.01,Travel
2023-01-16,Walmart,108.29,108.29,Groceries
2023-01-22,IKEA,327.85,327.85,Home
2023-01-25,Apple,334.67,334.67,Electronics
2023-02-04,IKEA,238.8,238.8,Home
2023-02-08,Amazon,615.42,615.42,Electronics
2023-02-10,Walgreens,45.92,15.31,Health
2023-02-11,"Gamble, Waters and Andersen",100.78,100.78,Travel
2023-02-12,Gibson-Rodriguez,23.28,23.28,Dining
2023-02-13,Williams LLC,140.61,140.61,Clothing
2023-02-15,CVS,82.86,82.86,Health
2023-02-17,Smith and Sons,23.9,23.9,Groceries
2023-02-19,Uber,104.11,104.11,Travel
2023-02-20,McDonald's,23.97,23.97,Dining
2023-02-22,Fry LLC,47.99,47.99,Home
2023-02-23,Delta Airlines,354.52,354.52,Travel
2023-02-24,Lopez-Stuart,150.15,150.15,Travel
2023-02-26,Nike,30.58,30.58,Clothing
2023-02-28,Adidas,40.69,40.69,Clothing
2023-03-03,Apple,207.92,69.31,Electronics
2023-03-06,Walmart,45.76,45.76,Groceries
2023-03-07,"Fritz, Rodriguez and Frederick",457.92,228.96,Travel
2023-03-09,IKEA,387.55,387.55,Home
2023-03-13,Target,42.66,42.66,Groceries
2023-03-17,Morales Inc,46.86,15.62,Home
2023-03-18,Starbucks,51.49,25.75,Dining
2023-03-19,Delta Airlines,491.22,491.22,Travel
2023-03-23,Hart LLC,53.06,53.06,Health
2023-03-24,Apple,983.94,983.94,Electronics
2023-03-25,Target,57.96,57.96,Groceries
2023-03-30,"Jenkins, Foster and Zhang",29.0,29.0,Entertainment
2023-03-31,Fleming Inc,349.86,349.86,Home
