date,income,expense,balance,description
2023-01-01,0.0,82.31,2161.06,Bill Payment
2023-01-02,5318.24,0.0,7479.3,Salary
2023-01-03,0.0,55.46,7423.84,ATM Withdrawal
2023-01-06,0.0,21.74,7402.1,Bill Payment
2023-01-09,0.0,54.62,7347.48,Bill Payment
2023-01-15,0.0,146.72,7200.76,Wire Transfer
2023-01-16,0.0,91.17,7109.59,Loan Payment
2023-01-22,2.54,0.0,7112.13,Interest Payment
2023-01-23,0.0,119.31,6992.82,Bill Payment
2023-01-25,0.0,115.98,6876.84,Loan Payment
2023-01-26,0.0,144.47,6732.37,Bill Payment
2023-01-27,0.0,57.67,6674.7,Bill Payment
2023-01-28,0.0,2991.1,12396.41,Credit Card Payment
2023-02-01,0.0,69.3,6605.4,ATM Withdrawal
2023-02-02,5242.09,0.0,11847.49,Salary
2023-02-04,0.0,132.19,11715.3,Bill Payment
2023-02-06,0.0,103.63,11611.67,ATM Withdrawal
2023-02-08,0.0,35.0,11576.67,Wire Transfer
2023-02-15,0.0,64.13,11512.54,Bill Payment
2023-02-21,0.0,32.21,11480.33,Loan Payment
2023-02-22,2.5,0.0,11482.83,Interest Payment
2023-02-25,0.0,121.81,11361.02,Wire Transfer
2023-02-26,0.0,131.61,11229.41,ATM Withdrawal
2023-02-28,0.0,124.99,11104.42,Wire Transfer
2023-02-28,0.0,3001.29,9395.12,Credit Card Payment
2023-03-02,5163.95,0.0,16268.37,Salary
2023-03-05,0.0,131.21,16137.16,Bill Payment
2023-03-12,0.0,121.17,16015.99,Bill Payment
2023-03-14,0.0,134.22,15881.77,Bill Payment
2023-03-16,0.0,124.19,15757.58,Bill Payment
2023-03-19,0.0,31.95,15725.63,Bill Payment
2023-03-21,0.0,51.18,15674.45,ATM Withdrawal
2023-03-22,6.41,0.0,15680.86,Interest Payment
2023-03-23,0.0,70.96,15609.9,Loan Payment
2023-03-28,0.0,2208.81,7186.31,Credit Card Payment
2023-03-29,0.0,138.35,15471.55,Bill Payment
2023-03-31,0.0,84.04,15387.51,Wire Transfer
2023-04-28,0.0,116.95,7069.36,Credit Card Payment
