date,income,expense,balance,description
2023-01-03,6268.36,0.0,10800.52,Salary
2023-01-04,0.0,121.49,10679.03,Bill Payment
2023-01-06,0.0,131.45,10547.58,Bill Payment
2023-01-08,0.0,71.6,10475.98,ATM Withdrawal
2023-01-09,0.0,22.15,10453.83,Bill Payment
2023-01-12,0.0,77.48,10376.35,Wire Transfer
2023-01-13,0.0,113.62,10262.73,Bill Payment
2023-01-20,5.91,0.0,10268.64,Interest Payment
2023-01-23,0.0,31.34,10237.3,Wire Transfer
2023-01-26,0.0,43.97,10193.33,Bill Payment
2023-01-28,0.0,1228.76,20456.67,Credit Card Payment
2023-01-29,0.0,90.87,10102.46,ATM Withdrawal
2023-02-03,6335.08,0.0,16437.54,Salary
2023-02-04,0.0,91.71,16345.83,Bill Payment
2023-02-05,0.0,89.84,16255.99,Loan Payment
2023-02-12,0.0,23.31,16232.68,ATM Withdrawal
2023-02-14,0.0,73.23,16159.45,Bill Payment
2023-02-17,0.0,69.36,16090.09,ATM Withdrawal
2023-02-20,4.28,0.0,16094.37,Interest Payment
2023-02-28,0.0,1768.41,18688.26,Credit Card Payment
2023-03-03,6359.45,0.0,22453.82,Salary
2023-03-05,0.0,80.1,22373.72,Wire Transfer
2023-03-08,0.0,114.16,22259.56,ATM Withdrawal
2023-03-09,0.0,85.13,22174.43,Loan Payment
2023-03-14,0.0,85.08,22089.35,Wire Transfer
2023-03-20,8.44,0.0,22097.79,Interest Payment
2023-03-21,0.0,111.34,21986.45,ATM Withdrawal
2023-03-24,0.0,59.23,21927.22,ATM Withdrawal
2023-03-26,0.0,56.93,21870.29,Bill Payment
2023-03-27,0.0,100.36,21769.93,Bill Payment
2023-03-28,0.0,58.07,21711.86,Bill Payment
2023-03-28,0.0,1254.49,17433.77,Credit Card Payment
2023-03-31,0.0,26.43,21685.43,ATM Withdrawal
2023-04-28,0.0,213.41,17220.36,Credit Card Payment
