date,income,expense,balance,description
2023-01-03,4820.29,0.0,12501.97,Salary
2023-01-06,0.0,76.12,12425.85,Wire Transfer
2023-01-09,0.0,133.68,12292.17,ATM Withdrawal
2023-01-22,0.0,92.54,12199.63,Wire Transfer
2023-01-23,9.12,0.0,12208.75,Interest Payment
2023-01-24,0.0,141.6,12067.15,Wire Transfer
2023-01-28,0.0,24.2,12042.95,ATM Withdrawal
2023-01-28,0.0,1197.3,18486.7,Credit Card Payment
2023-01-30,0.0,132.2,11910.75,Bill Payment
2023-02-02,0.0,52.49,11858.26,ATM Withdrawal
2023-02-03,4887.33,0.0,16745.59,Salary
2023-02-03,0.0,63.13,16682.46,ATM Withdrawal
2023-02-04,0.0,105.15,16577.31,ATM Withdrawal
2023-02-05,0.0,69.43,16507.88,Bill Payment
2023-02-10,0.0,53.64,16454.24,Bill Payment
2023-02-14,0.0,28.0,16426.24,Bill Payment
2023-02-17,0.0,102.9,16323.34,ATM Withdrawal
2023-02-21,0.0,112.64,16210.7,ATM Withdrawal
2023-02-22,0.0,110.44,16100.26,ATM Withdrawal
2023-02-23,2.28,0.0,16102.54,Interest Payment
2023-02-26,0.0,106.59,15995.95,Wire Transfer
2023-02-28,0.0,2795.49,15691.21,Credit Card Payment
2023-03-02,0.0,89.88,15906.07,ATM Withdrawal
2023-03-03,4832.98,0.0,20739.05,Salary
2023-03-09,0.0,121.86,20617.19,Bill Payment
2023-03-11,0.0,73.45,20543.74,Bill Payment
2023-03-13,0.0,51.2,20492.54,Bill Payment
2023-03-15,0.0,112.63,20379.91,ATM Withdrawal
2023-03-16,0.0,103.94,20275.97,Bill Payment
2023-03-17,0.0,149.76,20126.21,ATM Withdrawal
2023-03-18,0.0,54.62,20071.59,Bill Payment
2023-03-19,0.0,127.74,19943.85,Bill Payment
2023-03-22,0.0,147.74,19796.11,ATM Withdrawal
2023-03-23,6.31,0.0,19802.42,Interest Payment
2023-03-28,0.0,2897.95,12793.26,Credit Card Payment
2023-03-29,0.0,118.42,19684.0,Bill Payment
2023-04-28,0.0,18.88,12774.38,Credit Card Payment
2023-05-28,0.0,18.88,12755.5,Credit Card Payment
