date,income,expense,balance,description
2023-01-01,3537.47,0.0,7243.5,Salary
2023-01-07,0.0,49.02,7194.48,Bill Payment
2023-01-09,0.0,46.46,7148.02,Loan Payment
2023-01-13,0.0,47.83,7100.19,ATM Withdrawal
2023-01-14,0.0,27.55,7072.64,Loan Payment
2023-01-15,0.0,107.27,6965.37,ATM Withdrawal
2023-01-16,0.0,82.15,6883.22,Bill Payment
2023-01-17,0.0,135.13,6748.09,Bill Payment
2023-01-23,0.0,72.41,6675.68,Bill Payment
2023-01-24,0.0,113.7,6561.98,ATM Withdrawal
2023-01-26,9.92,0.0,6571.9,Interest Payment
2023-01-28,0.0,2140.0,10922.39,Credit Card Payment
2023-02-01,3628.42,0.0,10200.32,Salary
2023-02-04,0.0,41.53,10158.79,Wire Transfer
2023-02-17,0.0,108.74,10050.05,ATM Withdrawal
2023-02-22,0.0,67.52,9982.53,Bill Payment
2023-02-24,0.0,35.54,9946.99,Bill Payment
2023-02-25,0.0,71.63,9875.36,Wire Transfer
2023-02-26,2.32,0.0,9877.68,Interest Payment
2023-02-28,0.0,2603.66,8318.73,Credit Card Payment
2023-03-01,3691.71,0.0,13569.39,Salary
2023-03-01,0.0,21.56,13547.83,ATM Withdrawal
2023-03-02,0.0,76.18,13471.65,ATM Withdrawal
2023-03-06,0.0,37.37,13434.28,ATM Withdrawal
2023-03-09,0.0,89.83,13344.45,Bill Payment
2023-03-19,0.0,143.49,13200.96,ATM Withdrawal
2023-03-21,0.0,34.67,13166.29,Loan Payment
2023-03-26,6.86,0.0,13173.15,Interest Payment
2023-03-26,0.0,110.76,13062.39,ATM Withdrawal
2023-03-28,0.0,1281.43,7037.3,Credit Card Payment
2023-04-28,0.0,98.31,6938.99,Credit Card Payment
2023-05-28,0.0,98.31,6840.68,Credit Card Payment
