date,business_name,amount_of_deal,amount_paid,category
2023-01-03,Zara,89.88,89.88,Clothing
2023-01-04,Smith-Bradshaw,258.93,86.31,Home
2023-01-09,Walmart,51.11,17.04,Groceries
2023-01-11,Velazquez-Hall,170.16,170.16,Travel
2023-01-13,IKEA,225.81,225.81,Home
2023-01-16,Zara,89.72,89.72,Clothing
2023-01-17,Rojas-Baker,22.24,22.24,Dining
2023-01-18,Apple,993.57,993.57,Electronics
2023-01-20,Brown Inc,130.6,65.3,Clothing
2023-01-21,Target,107.71,35.9,Groceries
2023-01-23,Target,81.04,81.04,Groceries
2023-01-29,York-Graham,44.81,44.81,Dining
2023-01-30,Vasquez-Holloway,724.13,362.06,Electronics
2023-02-02,Delta Airlines,315.31,315.31,Travel
2023-02-03,Zara,105.14,105.14,Clothing
2023-02-04,Starbucks,28.44,28.44,Dining
2023-02-05,Patterson Ltd,931.42,931.42,Electronics
2023-02-06,Zara,105.03,105.03,Clothing
2023-02-08,Walgreens,95.05,95.05,Health
2023-02-09,McDonald's,56.08,18.69,Dining
2023-02-11,H&M,66.59,66.59,Clothing
2023-02-12,Walmart,137.25,45.75,Groceries
2023-02-13,Apple,585.14,585.14,Electronics
2023-02-17,Adidas,129.1,129.1,Clothing
2023-02-19,IKEA,340.45,340.45,Home
2023-02-21,Uber,343.64,343.64,Travel
2023-02-22,IKEA,75.16,75.16,Home
2023-02-24,CVS,58.84,58.84,Health
2023-02-27,Gonzales Inc,69.68,23.23,Clothing
2023-02-28,H&M,181.5,181.5,Clothing
2023-03-03,IKEA,285.5,95.17,Home
2023-03-05,Rodriguez-Waters,140.44,140.44,Clothing
2023-03-06,H&M,135.21,135.21,Clothing
2023-03-09,"Dawson, Morales and Bailey",303.58,303.58,Travel
2023-03-11,Delta Airlines,63.99,63.99,Travel
2023-03-12,"Smith, Arellano and Hamilton",92.97,92.97,Clothing
2023-03-13,Waters-Patel,50.82,50.82,Health
2023-03-16,Adidas,54.25,54.25,Clothing
2023-03-17,Garza-Solis,126.15,126.15,Travel
2023-03-18,Apple,459.25,459.25,Electronics
2023-03-20,Target,52.37,52.37,Groceries
2023-03-22,Morton PLC,131.42,65.71,Clothing
2023-03-24,Walgreens,32.16,32.16,Health
2023-03-26,Adidas,52.94,26.47,Clothing
2023-03-27,Amazon,379.73,126.58,Electronics
2023-03-28,Uber,471.23,471.23,Travel
2023-03-31,Walgreens,26.17,26.17,Health
