date,business_name,amount_of_deal,amount_paid,category
2023-01-03,Starbucks,12.02,12.02,Dining
2023-01-04,Walmart,43.72,43.72,Groceries
2023-01-07,"Walker, Cordova and Hill",55.93,55.93,Dining
2023-01-15,Target,96.47,96.47,Groceries
2023-01-16,Starbucks,12.29,12.29,Dining
2023-01-17,Walmart,128.12,128.12,Groceries
2023-01-27,Amazon,418.75,139.58,Electronics
2023-01-31,Lee-Smith,95.78,95.78,Health
2023-02-06,Starbucks,43.04,43.04,Dining
2023-02-07,Green-Rogers,269.32,269.32,Travel
2023-02-08,Amazon,866.79,866.79,Electronics
2023-02-09,Adidas,75.84,75.84,Clothing
2023-02-10,IKEA,112.76,112.76,Home
2023-02-11,IKEA,319.09,106.36,Home
2023-02-17,Delta Airlines,494.76,494.76,Travel
2023-02-19,"Pratt, Thompson and Walker",296.41,148.21,Home
2023-02-20,Delta Airlines,167.5,167.5,Travel
2023-02-23,Rodriguez Ltd,45.09,45.09,Dining
2023-03-07,Williams-Thompson,87.33,87.33,Travel
2023-03-08,Morgan and Sons,46.47,23.23,Dining
2023-03-11,Delta Airlines,475.08,237.54,Travel
2023-03-12,CVS,18.52,6.17,Health
2023-03-16,Nike,63.45,31.73,Clothing
2023-03-17,Lamb-Gomez,290.55,290.55,Home
2023-03-19,Nike,30.12,15.06,Clothing
2023-03-20,CVS,77.77,77.77,Health
2023-03-22,Adidas,53.33,53.33,Clothing
2023-03-25,Zara,112.59,37.53,Clothing
2023-03-28,McDonald's,57.56,57.56,Dining
2023-03-30,Zara,49.44,49.44,Clothing
